Linha,603
Tabela,003
num,ponto,horario
105701,TERMINAL PINHEIRINHO,05:37
108216,PRACA RUI BARBOSA,06:13
105701,TERMINAL PINHEIRINHO,06:49
108216,PRACA RUI BARBOSA,07:25
105701,TERMINAL PINHEIRINHO,08:02
108216,PRACA RUI BARBOSA,08:40
105701,TERMINAL PINHEIRINHO,09:19
108216,PRACA RUI BARBOSA,09:56
105701,TERMINAL PINHEIRINHO,10:33
108216,PRACA RUI BARBOSA,11:10
105701,TERMINAL PINHEIRINHO,11:47
108216,PRACA RUI BARBOSA,12:24
105701,TERMINAL PINHEIRINHO,13:01
108216,PRACA RUI BARBOSA,13:38
105701,TERMINAL PINHEIRINHO,14:14
108216,PRACA RUI BARBOSA,14:52
105701,TERMINAL PINHEIRINHO,15:29
108216,PRACA RUI BARBOSA,16:06
105701,TERMINAL PINHEIRINHO,16:44
108216,PRACA RUI BARBOSA,17:21
105701,TERMINAL PINHEIRINHO,17:59
108216,PRACA RUI BARBOSA,18:36
105701,TERMINAL PINHEIRINHO,19:13
108216,PRACA RUI BARBOSA,19:51
105701,TERMINAL PINHEIRINHO,20:29
108216,PRACA RUI BARBOSA,21:06
105701,TERMINAL PINHEIRINHO,21:44
108216,PRACA RUI BARBOSA,22:19
105701,TERMINAL PINHEIRINHO,22:57
108216,PRACA RUI BARBOSA,23:31
