Linha,X41
Tabela,002-2
num,ponto,horario
104808,TERMINAL CAPAO RASO,16:38
180315,RUA CASSILDA SANTOS CANFIELD,17:08
104808,TERMINAL CAPAO RASO,17:40
180315,RUA CASSILDA SANTOS CANFIELD,18:10
104808,TERMINAL CAPAO RASO,18:40
180315,RUA CASSILDA SANTOS CANFIELD,19:09
104808,TERMINAL CAPAO RASO,19:38
