Linha,X41
Tabela,001-1
num,ponto,horario
180315,RUA CASSILDA SANTOS CANFIELD,06:00
104912,TERMINAL C.RASO-VAZIO,06:22
180315,RUA CASSILDA SANTOS CANFIELD,06:45
104912,TERMINAL C.RASO-VAZIO,07:08
180315,RUA CASSILDA SANTOS CANFIELD,07:30
