Linha,023
Tabela,001
num,ponto,horario
109083,TERMINAL CABRAL,06:00
109167,TERMINAL CAMPINA DO SIQUEIRA,06:25
109089,TERMINAL PORTAO,06:40
109093,TERMINAL CAPAO RASO,06:45
109109,TERMINAL HAUER,07:02
109117,TERMINAL CAPAO DA IMBUIA,07:20
109083,TERMINAL CABRAL,07:42
109167,TERMINAL CAMPINA DO SIQUEIRA,08:07
109089,TERMINAL PORTAO,08:22
109093,TERMINAL CAPAO RASO,08:27
109109,TERMINAL HAUER,08:44
109117,TERMINAL CAPAO DA IMBUIA,09:02
109083,TERMINAL CABRAL,09:24
109167,TERMINAL CAMPINA DO SIQUEIRA,09:49
109089,TERMINAL PORTAO,10:04
109093,TERMINAL CAPAO RASO,10:09
109109,TERMINAL HAUER,10:26
109117,TERMINAL CAPAO DA IMBUIA,10:44
109083,TERMINAL CABRAL,11:06
109167,TERMINAL CAMPINA DO SIQUEIRA,11:31
109089,TERMINAL PORTAO,11:46
109093,TERMINAL CAPAO RASO,11:51
109109,TERMINAL HAUER,12:08
109117,TERMINAL CAPAO DA IMBUIA,12:26
109083,TERMINAL CABRAL,12:48
109167,TERMINAL CAMPINA DO SIQUEIRA,13:13
109089,TERMINAL PORTAO,13:28
109093,TERMINAL CAPAO RASO,13:33
109109,TERMINAL HAUER,13:50
109117,TERMINAL CAPAO DA IMBUIA,14:08
109083,TERMINAL CABRAL,14:30
109167,TERMINAL CAMPINA DO SIQUEIRA,14:55
109089,TERMINAL PORTAO,15:10
109093,TERMINAL CAPAO RASO,15:15
109109,TERMINAL HAUER,15:32
109117,TERMINAL CAPAO DA IMBUIA,15:50
109083,TERMINAL CABRAL,16:12
109167,TERMINAL CAMPINA DO SIQUEIRA,16:37
109089,TERMINAL PORTAO,16:52
109093,TERMINAL CAPAO RASO,16:57
109109,TERMINAL HAUER,17:14
109117,TERMINAL CAPAO DA IMBUIA,17:32
109083,TERMINAL CABRAL,17:54
109167,TERMINAL CAMPINA DO SIQUEIRA,18:19
109089,TERMINAL PORTAO,18:34
109093,TERMINAL CAPAO RASO,18:39
109109,TERMINAL HAUER,18:56
109117,TERMINAL CAPAO DA IMBUIA,19:14
109083,TERMINAL CABRAL,19:36
109167,TERMINAL CAMPINA DO SIQUEIRA,20:01
109089,TERMINAL PORTAO,20:16
109093,TERMINAL CAPAO RASO,20:21
109109,TERMINAL HAUER,20:38
109117,TERMINAL CAPAO DA IMBUIA,20:56
109083,TERMINAL CABRAL,21:18
109167,TERMINAL CAMPINA DO SIQUEIRA,21:43
109089,TERMINAL PORTAO,21:58
109093,TERMINAL CAPAO RASO,22:03
109109,TERMINAL HAUER,22:20
109117,TERMINAL CAPAO DA IMBUIA,22:38
109083,TERMINAL CABRAL,23:00
109167,TERMINAL CAMPINA DO SIQUEIRA,23:25
109089,TERMINAL PORTAO,23:40
109093,TERMINAL CAPAO RASO,23:46
