Linha,030
Tabela,015
num,ponto,horario
105606,TERMINAL OFICINAS(SENT.B.ALTO),05:34
104006,TERM.BAIRRO ALTO (SENT.S.CAND),05:56
105907,TERMINAL SANTA CANDIDA,06:18
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),06:39
105603,TERMINAL OFICINAS (SENT.CARMO),07:07
104907,TERMINAL CARMO (SENT. C.RASO),07:39
104815,TERMINAL CAPAO RASO,08:07
104905,TERMINAL CARMO (SENT.OFICINAS),08:39
105606,TERMINAL OFICINAS(SENT.B.ALTO),09:11
104006,TERM.BAIRRO ALTO (SENT.S.CAND),09:35
105907,TERMINAL SANTA CANDIDA,09:55
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),10:17
105603,TERMINAL OFICINAS (SENT.CARMO),10:43
104907,TERMINAL CARMO (SENT. C.RASO),11:13
104815,TERMINAL CAPAO RASO,11:41
104905,TERMINAL CARMO (SENT.OFICINAS),12:11
105606,TERMINAL OFICINAS(SENT.B.ALTO),12:43
104006,TERM.BAIRRO ALTO (SENT.S.CAND),13:07
105907,TERMINAL SANTA CANDIDA,13:27
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),13:49
105603,TERMINAL OFICINAS (SENT.CARMO),14:15
104907,TERMINAL CARMO (SENT. C.RASO),14:45
104815,TERMINAL CAPAO RASO,15:13
104905,TERMINAL CARMO (SENT.OFICINAS),15:43
105606,TERMINAL OFICINAS(SENT.B.ALTO),16:17
104006,TERM.BAIRRO ALTO (SENT.S.CAND),16:43
105907,TERMINAL SANTA CANDIDA,17:06
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),17:30
105603,TERMINAL OFICINAS (SENT.CARMO),17:56
104907,TERMINAL CARMO (SENT. C.RASO),18:28
104815,TERMINAL CAPAO RASO,18:58
104905,TERMINAL CARMO (SENT.OFICINAS),19:32
105606,TERMINAL OFICINAS(SENT.B.ALTO),20:07
104006,TERM.BAIRRO ALTO (SENT.S.CAND),20:31
105907,TERMINAL SANTA CANDIDA,20:49
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),21:09
105603,TERMINAL OFICINAS (SENT.CARMO),21:33
104907,TERMINAL CARMO (SENT. C.RASO),22:00
104815,TERMINAL CAPAO RASO,22:23
104905,TERMINAL CARMO (SENT.OFICINAS),22:50
105606,TERMINAL OFICINAS(SENT.B.ALTO),23:17
104006,TERM.BAIRRO ALTO (SENT.S.CAND),23:38
105907,TERMINAL SANTA CANDIDA,23:55
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),00:14
