Linha,023
Tabela,003
num,ponto,horario
109083,TERMINAL CABRAL,05:50
109167,TERMINAL CAMPINA DO SIQUEIRA,06:14
109089,TERMINAL PORTAO,06:32
109093,TERMINAL CAPAO RASO,06:37
109109,TERMINAL HAUER,06:55
109117,TERMINAL CAPAO DA IMBUIA,07:11
109083,TERMINAL CABRAL,07:36
109167,TERMINAL CAMPINA DO SIQUEIRA,08:06
109089,TERMINAL PORTAO,08:28
109093,TERMINAL CAPAO RASO,08:33
109109,TERMINAL HAUER,08:53
109117,TERMINAL CAPAO DA IMBUIA,09:13
109083,TERMINAL CABRAL,09:38
109167,TERMINAL CAMPINA DO SIQUEIRA,10:09
109089,TERMINAL PORTAO,10:31
109093,TERMINAL CAPAO RASO,10:36
109109,TERMINAL HAUER,10:55
109117,TERMINAL CAPAO DA IMBUIA,11:15
109083,TERMINAL CABRAL,11:40
109167,TERMINAL CAMPINA DO SIQUEIRA,12:11
109089,TERMINAL PORTAO,12:33
109093,TERMINAL CAPAO RASO,12:38
109109,TERMINAL HAUER,12:57
109117,TERMINAL CAPAO DA IMBUIA,13:17
109083,TERMINAL CABRAL,13:42
109167,TERMINAL CAMPINA DO SIQUEIRA,14:13
109089,TERMINAL PORTAO,14:35
109093,TERMINAL CAPAO RASO,14:40
109109,TERMINAL HAUER,14:59
109117,TERMINAL CAPAO DA IMBUIA,15:19
109083,TERMINAL CABRAL,15:44
109167,TERMINAL CAMPINA DO SIQUEIRA,16:15
109089,TERMINAL PORTAO,16:39
109093,TERMINAL CAPAO RASO,16:44
109109,TERMINAL HAUER,17:07
109117,TERMINAL CAPAO DA IMBUIA,17:29
109083,TERMINAL CABRAL,17:57
109167,TERMINAL CAMPINA DO SIQUEIRA,18:29
109089,TERMINAL PORTAO,19:01
109093,TERMINAL CAPAO RASO,19:06
109109,TERMINAL HAUER,19:28
109117,TERMINAL CAPAO DA IMBUIA,19:48
109083,TERMINAL CABRAL,20:12
109167,TERMINAL CAMPINA DO SIQUEIRA,20:38
109089,TERMINAL PORTAO,20:58
109093,TERMINAL CAPAO RASO,21:03
109109,TERMINAL HAUER,21:20
109117,TERMINAL CAPAO DA IMBUIA,21:40
109083,TERMINAL CABRAL,22:04
109167,TERMINAL CAMPINA DO SIQUEIRA,22:30
109089,TERMINAL PORTAO,22:50
109093,TERMINAL CAPAO RASO,22:55
109109,TERMINAL HAUER,23:12
109117,TERMINAL CAPAO DA IMBUIA,23:31
109083,TERMINAL CABRAL,23:50
109167,TERMINAL CAMPINA DO SIQUEIRA,00:10
