Linha,657
Tabela,001
num,ponto,horario
150482,BAIRRO JARDIM ESMERALDA,05:34
104814,TERMINAL CAPAO RASO,05:52
150482,BAIRRO JARDIM ESMERALDA,06:09
104814,TERMINAL CAPAO RASO,06:27
150482,BAIRRO JARDIM ESMERALDA,06:44
104814,TERMINAL CAPAO RASO,07:02
150482,BAIRRO JARDIM ESMERALDA,07:19
104814,TERMINAL CAPAO RASO,07:37
150482,BAIRRO JARDIM ESMERALDA,07:56
104814,TERMINAL CAPAO RASO,08:14
150482,BAIRRO JARDIM ESMERALDA,08:33
104814,TERMINAL CAPAO RASO,08:51
150482,BAIRRO JARDIM ESMERALDA,09:10
104814,TERMINAL CAPAO RASO,09:30
150482,BAIRRO JARDIM ESMERALDA,09:50
104814,TERMINAL CAPAO RASO,10:10
150482,BAIRRO JARDIM ESMERALDA,10:30
104814,TERMINAL CAPAO RASO,10:50
150482,BAIRRO JARDIM ESMERALDA,11:10
104814,TERMINAL CAPAO RASO,11:30
150482,BAIRRO JARDIM ESMERALDA,11:50
104814,TERMINAL CAPAO RASO,12:10
150482,BAIRRO JARDIM ESMERALDA,12:30
104814,TERMINAL CAPAO RASO,12:50
150482,BAIRRO JARDIM ESMERALDA,13:10
104814,TERMINAL CAPAO RASO,13:30
150482,BAIRRO JARDIM ESMERALDA,13:50
104814,TERMINAL CAPAO RASO,14:10
150482,BAIRRO JARDIM ESMERALDA,14:30
104814,TERMINAL CAPAO RASO,14:50
150482,BAIRRO JARDIM ESMERALDA,15:10
104814,TERMINAL CAPAO RASO,15:30
150482,BAIRRO JARDIM ESMERALDA,15:50
104814,TERMINAL CAPAO RASO,16:10
150482,BAIRRO JARDIM ESMERALDA,16:30
104814,TERMINAL CAPAO RASO,16:50
150482,BAIRRO JARDIM ESMERALDA,17:10
104814,TERMINAL CAPAO RASO,17:30
150482,BAIRRO JARDIM ESMERALDA,17:50
104814,TERMINAL CAPAO RASO,18:10
150482,BAIRRO JARDIM ESMERALDA,18:30
104814,TERMINAL CAPAO RASO,18:50
150482,BAIRRO JARDIM ESMERALDA,19:10
104814,TERMINAL CAPAO RASO,19:30
150482,BAIRRO JARDIM ESMERALDA,19:50
104814,TERMINAL CAPAO RASO,20:10
150482,BAIRRO JARDIM ESMERALDA,20:30
104814,TERMINAL CAPAO RASO,20:50
150482,BAIRRO JARDIM ESMERALDA,21:10
104814,TERMINAL CAPAO RASO,21:30
150482,BAIRRO JARDIM ESMERALDA,21:50
104814,TERMINAL CAPAO RASO,22:10
150482,BAIRRO JARDIM ESMERALDA,22:30
104814,TERMINAL CAPAO RASO,22:50
150482,BAIRRO JARDIM ESMERALDA,23:10
104814,TERMINAL CAPAO RASO,23:30
150482,BAIRRO JARDIM ESMERALDA,23:50
104814,TERMINAL CAPAO RASO,00:10
