Linha,216
Tabela,002
num,ponto,horario
105806,TERMINAL PORTAO,05:47
104404,TERMINAL CABRAL,06:27
105806,TERMINAL PORTAO,07:07
104404,TERMINAL CABRAL,07:47
105806,TERMINAL PORTAO,08:27
104404,TERMINAL CABRAL,09:07
105806,TERMINAL PORTAO,09:47
104404,TERMINAL CABRAL,10:27
105806,TERMINAL PORTAO,11:07
104404,TERMINAL CABRAL,11:47
105806,TERMINAL PORTAO,12:27
104404,TERMINAL CABRAL,13:07
105806,TERMINAL PORTAO,13:47
104404,TERMINAL CABRAL,14:27
105806,TERMINAL PORTAO,15:07
104404,TERMINAL CABRAL,15:47
105806,TERMINAL PORTAO,16:27
104404,TERMINAL CABRAL,17:07
105806,TERMINAL PORTAO,17:47
104404,TERMINAL CABRAL,18:27
105806,TERMINAL PORTAO,19:07
104404,TERMINAL CABRAL,19:54
105806,TERMINAL PORTAO,20:33
104404,TERMINAL CABRAL,21:10
105806,TERMINAL PORTAO,21:47
104404,TERMINAL CABRAL,22:27
105806,TERMINAL PORTAO,23:15
104404,TERMINAL CABRAL,23:50
