Linha,653
Tabela,002-2
num,ponto,horario
105208,TERMINAL CIC,16:28
180863,MORADIAS CORBELIA,16:55
105208,TERMINAL CIC,17:20
180863,MORADIAS CORBELIA,17:48
105208,TERMINAL CIC,18:14
180863,MORADIAS CORBELIA,18:42
105208,TERMINAL CIC,19:07
180863,MORADIAS CORBELIA,19:34
105208,TERMINAL CIC,19:58
180863,MORADIAS CORBELIA,20:20
105208,TERMINAL CIC,20:42
180863,MORADIAS CORBELIA,21:08
105208,TERMINAL CIC,21:35
180863,MORADIAS CORBELIA,22:01
105208,TERMINAL CIC,22:28
180863,MORADIAS CORBELIA,22:54
105208,TERMINAL CIC,23:16
180863,MORADIAS CORBELIA,23:38
105208,TERMINAL CIC,00:00
