Linha,702
Tabela,004
num,ponto,horario
109142,TERMINAL CACHOEIRA,06:41
109028,TERMINAL GUADALUPE,07:17
109132,TERMINAL CAIUA,07:53
109041,TUBO PRACA 19 DE DEZEMBRO,08:36
109142,TERMINAL CACHOEIRA,09:06
109028,TERMINAL GUADALUPE,09:42
109132,TERMINAL CAIUA,10:17
109041,TUBO PRACA 19 DE DEZEMBRO,11:02
109142,TERMINAL CACHOEIRA,11:34
109028,TERMINAL GUADALUPE,12:14
109132,TERMINAL CAIUA,12:52
109041,TUBO PRACA 19 DE DEZEMBRO,13:38
109142,TERMINAL CACHOEIRA,14:12
109028,TERMINAL GUADALUPE,14:52
109132,TERMINAL CAIUA,15:30
109041,TUBO PRACA 19 DE DEZEMBRO,16:16
109142,TERMINAL CACHOEIRA,16:48
109028,TERMINAL GUADALUPE,17:28
109132,TERMINAL CAIUA,18:06
109041,TUBO PRACA 19 DE DEZEMBRO,18:52
109142,TERMINAL CACHOEIRA,19:24
109028,TERMINAL GUADALUPE,20:04
109132,TERMINAL CAIUA,20:42
109041,TUBO PRACA 19 DE DEZEMBRO,21:27
109142,TERMINAL CACHOEIRA,21:58
109028,TERMINAL GUADALUPE,22:38
109132,TERMINAL CAIUA,23:15
109041,TUBO PRACA 19 DE DEZEMBRO,23:54
