Linha,342
Tabela,001
num,ponto,horario
104005,TERMINAL BAIRRO ALTO,05:30
104203,TERMINAL BOA VISTA,06:00
104005,TERMINAL BAIRRO ALTO,06:35
104203,TERMINAL BOA VISTA,07:10
104005,TERMINAL BAIRRO ALTO,07:45
104203,TERMINAL BOA VISTA,08:20
104005,TERMINAL BAIRRO ALTO,08:55
104203,TERMINAL BOA VISTA,09:30
104005,TERMINAL BAIRRO ALTO,10:05
104203,TERMINAL BOA VISTA,10:40
104005,TERMINAL BAIRRO ALTO,11:15
104203,TERMINAL BOA VISTA,11:50
104005,TERMINAL BAIRRO ALTO,12:25
104203,TERMINAL BOA VISTA,13:00
104005,TERMINAL BAIRRO ALTO,13:35
104203,TERMINAL BOA VISTA,14:10
104005,TERMINAL BAIRRO ALTO,14:45
104203,TERMINAL BOA VISTA,15:20
104005,TERMINAL BAIRRO ALTO,15:55
104203,TERMINAL BOA VISTA,16:30
104005,TERMINAL BAIRRO ALTO,17:05
104203,TERMINAL BOA VISTA,17:40
104005,TERMINAL BAIRRO ALTO,18:15
104203,TERMINAL BOA VISTA,18:50
104005,TERMINAL BAIRRO ALTO,19:25
104203,TERMINAL BOA VISTA,20:00
104005,TERMINAL BAIRRO ALTO,20:35
104203,TERMINAL BOA VISTA,21:10
104005,TERMINAL BAIRRO ALTO,21:45
104203,TERMINAL BOA VISTA,22:20
104005,TERMINAL BAIRRO ALTO,22:55
104203,TERMINAL BOA VISTA,23:30
104005,TERMINAL BAIRRO ALTO,00:05
