Linha,X50
Tabela,001
num,ponto,horario
104508,TERMINAL CAMPINA DO SIQUEIRA,08:30
104508,TERMINAL CAMPINA DO SIQUEIRA,09:00
104508,TERMINAL CAMPINA DO SIQUEIRA,09:30
104508,TERMINAL CAMPINA DO SIQUEIRA,10:00
104508,TERMINAL CAMPINA DO SIQUEIRA,10:30
104508,TERMINAL CAMPINA DO SIQUEIRA,11:00
104508,TERMINAL CAMPINA DO SIQUEIRA,11:30
104508,TERMINAL CAMPINA DO SIQUEIRA,12:00
104508,TERMINAL CAMPINA DO SIQUEIRA,12:30
104508,TERMINAL CAMPINA DO SIQUEIRA,13:00
104508,TERMINAL CAMPINA DO SIQUEIRA,13:30
104508,TERMINAL CAMPINA DO SIQUEIRA,14:00
104508,TERMINAL CAMPINA DO SIQUEIRA,14:30
104508,TERMINAL CAMPINA DO SIQUEIRA,15:00
104508,TERMINAL CAMPINA DO SIQUEIRA,15:30
104508,TERMINAL CAMPINA DO SIQUEIRA,16:00
104508,TERMINAL CAMPINA DO SIQUEIRA,16:30
104508,TERMINAL CAMPINA DO SIQUEIRA,17:00
104508,TERMINAL CAMPINA DO SIQUEIRA,17:30
104508,TERMINAL CAMPINA DO SIQUEIRA,18:00
104508,TERMINAL CAMPINA DO SIQUEIRA,18:30
104508,TERMINAL CAMPINA DO SIQUEIRA,19:00
104508,TERMINAL CAMPINA DO SIQUEIRA,19:30
104508,TERMINAL CAMPINA DO SIQUEIRA,20:00
104508,TERMINAL CAMPINA DO SIQUEIRA,20:30
104508,TERMINAL CAMPINA DO SIQUEIRA,21:00
104508,TERMINAL CAMPINA DO SIQUEIRA,21:30
