Linha,X35
Tabela,003-2
num,ponto,horario
109058,ESTACAO TUBO PREFEITURA,16:36
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,16:44
105706,TERMINAL PINHEIRINHO,17:28
109058,ESTACAO TUBO PREFEITURA,18:24
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,18:32
