Linha,X35
Tabela,007-1
num,ponto,horario
105706,TERMINAL PINHEIRINHO,06:42
109058,ESTACAO TUBO PREFEITURA,07:25
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,07:33
105706,TERMINAL PINHEIRINHO,08:10
