Linha,X35
Tabela,005-2
num,ponto,horario
105706,TERMINAL PINHEIRINHO,16:02
109058,ESTACAO TUBO PREFEITURA,16:56
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,17:04
105706,TERMINAL PINHEIRINHO,17:48
109058,ESTACAO TUBO PREFEITURA,18:44
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,18:52
