Linha,X35
Tabela,001-2
num,ponto,horario
109058,ESTACAO TUBO PREFEITURA,16:07
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,16:15
105706,TERMINAL PINHEIRINHO,16:57
109058,ESTACAO TUBO PREFEITURA,17:54
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,18:02
