Linha,X35
Tabela,004-2
num,ponto,horario
105706,TERMINAL PINHEIRINHO,15:46
109058,ESTACAO TUBO PREFEITURA,16:46
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,16:54
105706,TERMINAL PINHEIRINHO,17:38
109058,ESTACAO TUBO PREFEITURA,18:34
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,18:42
