Linha,X35
Tabela,003-1
num,ponto,horario
105706,TERMINAL PINHEIRINHO,05:58
109058,ESTACAO TUBO PREFEITURA,06:41
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,06:49
105706,TERMINAL PINHEIRINHO,07:26
