Linha,X35
Tabela,006-1
num,ponto,horario
105706,TERMINAL PINHEIRINHO,06:31
109058,ESTACAO TUBO PREFEITURA,07:14
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,07:22
105706,TERMINAL PINHEIRINHO,07:59
