Linha,X35
Tabela,008-1
num,ponto,horario
105706,TERMINAL PINHEIRINHO,06:53
109058,ESTACAO TUBO PREFEITURA,07:37
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,07:45
105706,TERMINAL PINHEIRINHO,08:21
