Linha,X35
Tabela,004-1
num,ponto,horario
105706,TERMINAL PINHEIRINHO,06:09
109058,ESTACAO TUBO PREFEITURA,06:52
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,07:00
105706,TERMINAL PINHEIRINHO,07:37
