Linha,X35
Tabela,006-2
num,ponto,horario
105706,TERMINAL PINHEIRINHO,16:05
109058,ESTACAO TUBO PREFEITURA,17:05
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,17:13
