Linha,532
Tabela,001
num,ponto,horario
160152,BAIRRO JD. PARANAENSE,05:00
104311,TERMINAL BOQUEIRAO,05:13
160152,BAIRRO JD. PARANAENSE,05:26
104311,TERMINAL BOQUEIRAO,05:42
160152,BAIRRO JD. PARANAENSE,05:56
104311,TERMINAL BOQUEIRAO,06:13
160152,BAIRRO JD. PARANAENSE,06:31
104311,TERMINAL BOQUEIRAO,06:48
160152,BAIRRO JD. PARANAENSE,07:03
104311,TERMINAL BOQUEIRAO,07:20
160152,BAIRRO JD. PARANAENSE,07:35
104311,TERMINAL BOQUEIRAO,07:52
160152,BAIRRO JD. PARANAENSE,08:07
104311,TERMINAL BOQUEIRAO,08:24
160152,BAIRRO JD. PARANAENSE,08:39
104311,TERMINAL BOQUEIRAO,08:56
160152,BAIRRO JD. PARANAENSE,09:11
104311,TERMINAL BOQUEIRAO,09:28
160152,BAIRRO JD. PARANAENSE,09:43
104311,TERMINAL BOQUEIRAO,10:00
160152,BAIRRO JD. PARANAENSE,10:15
104311,TERMINAL BOQUEIRAO,10:32
160152,BAIRRO JD. PARANAENSE,10:47
104311,TERMINAL BOQUEIRAO,11:04
160152,BAIRRO JD. PARANAENSE,11:19
104311,TERMINAL BOQUEIRAO,11:36
160152,BAIRRO JD. PARANAENSE,11:51
104311,TERMINAL BOQUEIRAO,12:08
160152,BAIRRO JD. PARANAENSE,12:23
104311,TERMINAL BOQUEIRAO,12:40
160152,BAIRRO JD. PARANAENSE,12:55
104311,TERMINAL BOQUEIRAO,13:12
160152,BAIRRO JD. PARANAENSE,13:27
104311,TERMINAL BOQUEIRAO,13:44
160152,BAIRRO JD. PARANAENSE,13:59
104311,TERMINAL BOQUEIRAO,14:16
160152,BAIRRO JD. PARANAENSE,14:31
104311,TERMINAL BOQUEIRAO,14:48
160152,BAIRRO JD. PARANAENSE,15:03
104311,TERMINAL BOQUEIRAO,15:20
160152,BAIRRO JD. PARANAENSE,15:35
104311,TERMINAL BOQUEIRAO,15:50
160152,BAIRRO JD. PARANAENSE,16:07
104311,TERMINAL BOQUEIRAO,16:24
160152,BAIRRO JD. PARANAENSE,16:41
104311,TERMINAL BOQUEIRAO,16:59
160152,BAIRRO JD. PARANAENSE,17:18
104311,TERMINAL BOQUEIRAO,17:34
160152,BAIRRO JD. PARANAENSE,17:53
104311,TERMINAL BOQUEIRAO,18:09
160152,BAIRRO JD. PARANAENSE,18:28
104311,TERMINAL BOQUEIRAO,18:44
160152,BAIRRO JD. PARANAENSE,19:03
104311,TERMINAL BOQUEIRAO,19:19
160152,BAIRRO JD. PARANAENSE,19:38
104311,TERMINAL BOQUEIRAO,19:54
160152,BAIRRO JD. PARANAENSE,20:08
104311,TERMINAL BOQUEIRAO,20:23
160152,BAIRRO JD. PARANAENSE,20:37
104311,TERMINAL BOQUEIRAO,20:52
160152,BAIRRO JD. PARANAENSE,21:07
104311,TERMINAL BOQUEIRAO,21:21
160152,BAIRRO JD. PARANAENSE,21:36
104311,TERMINAL BOQUEIRAO,21:50
160152,BAIRRO JD. PARANAENSE,22:05
104311,TERMINAL BOQUEIRAO,22:20
160152,BAIRRO JD. PARANAENSE,22:35
104311,TERMINAL BOQUEIRAO,22:50
160152,BAIRRO JD. PARANAENSE,23:05
104311,TERMINAL BOQUEIRAO,23:20
160152,BAIRRO JD. PARANAENSE,23:35
104311,TERMINAL BOQUEIRAO,23:50
160152,BAIRRO JD. PARANAENSE,00:03
104311,TERMINAL BOQUEIRAO,00:20
