Linha,022
Tabela,002
num,ponto,horario
109125,TERMINAL CAMPINA DO SIQUEIRA,05:55
109086,TERMINAL CABRAL,06:17
109119,TERMINAL CAPAO DA IMBUIA,06:42
109108,TERMINAL HAUER,06:55
109095,TERMINAL CAPAO RASO,07:12
109091,TERMINAL PORTAO,07:17
109125,TERMINAL CAMPINA DO SIQUEIRA,07:37
109086,TERMINAL CABRAL,07:59
109119,TERMINAL CAPAO DA IMBUIA,08:24
109108,TERMINAL HAUER,08:37
109095,TERMINAL CAPAO RASO,08:54
109091,TERMINAL PORTAO,08:59
109125,TERMINAL CAMPINA DO SIQUEIRA,09:19
109086,TERMINAL CABRAL,09:41
109119,TERMINAL CAPAO DA IMBUIA,10:06
109108,TERMINAL HAUER,10:19
109095,TERMINAL CAPAO RASO,10:36
109091,TERMINAL PORTAO,10:41
109125,TERMINAL CAMPINA DO SIQUEIRA,11:01
109086,TERMINAL CABRAL,11:23
109119,TERMINAL CAPAO DA IMBUIA,11:48
109108,TERMINAL HAUER,12:01
109095,TERMINAL CAPAO RASO,12:18
109091,TERMINAL PORTAO,12:23
109125,TERMINAL CAMPINA DO SIQUEIRA,12:43
109086,TERMINAL CABRAL,13:05
109119,TERMINAL CAPAO DA IMBUIA,13:30
109108,TERMINAL HAUER,13:43
109095,TERMINAL CAPAO RASO,14:00
109091,TERMINAL PORTAO,14:05
109125,TERMINAL CAMPINA DO SIQUEIRA,14:25
109086,TERMINAL CABRAL,14:47
109119,TERMINAL CAPAO DA IMBUIA,15:12
109108,TERMINAL HAUER,15:25
109095,TERMINAL CAPAO RASO,15:42
109091,TERMINAL PORTAO,15:47
109125,TERMINAL CAMPINA DO SIQUEIRA,16:07
109086,TERMINAL CABRAL,16:29
109119,TERMINAL CAPAO DA IMBUIA,16:54
109108,TERMINAL HAUER,17:07
109095,TERMINAL CAPAO RASO,17:24
109091,TERMINAL PORTAO,17:29
109125,TERMINAL CAMPINA DO SIQUEIRA,17:49
109086,TERMINAL CABRAL,18:11
109119,TERMINAL CAPAO DA IMBUIA,18:36
109108,TERMINAL HAUER,18:49
109095,TERMINAL CAPAO RASO,19:06
109091,TERMINAL PORTAO,19:11
109125,TERMINAL CAMPINA DO SIQUEIRA,19:31
109086,TERMINAL CABRAL,19:53
109119,TERMINAL CAPAO DA IMBUIA,20:18
109108,TERMINAL HAUER,20:31
109095,TERMINAL CAPAO RASO,20:48
109091,TERMINAL PORTAO,20:53
109125,TERMINAL CAMPINA DO SIQUEIRA,21:13
109086,TERMINAL CABRAL,21:35
109119,TERMINAL CAPAO DA IMBUIA,22:00
109108,TERMINAL HAUER,22:13
109095,TERMINAL CAPAO RASO,22:30
109091,TERMINAL PORTAO,22:35
109125,TERMINAL CAMPINA DO SIQUEIRA,22:55
109086,TERMINAL CABRAL,23:15
109119,TERMINAL CAPAO DA IMBUIA,23:38
109108,TERMINAL HAUER,23:50
