Linha,210
Tabela,002
num,ponto,horario
109085,TERMINAL CABRAL,05:46
109063,PRACA RUI BARBOSA,06:00
109100,TERMINAL CIC,06:30
109051,TUBO TIRADENTES,07:04
109085,TERMINAL CABRAL,07:20
109063,PRACA RUI BARBOSA,07:36
109100,TERMINAL CIC,08:06
109051,TUBO TIRADENTES,08:42
109085,TERMINAL CABRAL,08:56
109063,PRACA RUI BARBOSA,09:12
109100,TERMINAL CIC,09:42
109051,TUBO TIRADENTES,10:18
109085,TERMINAL CABRAL,10:32
109063,PRACA RUI BARBOSA,10:48
109100,TERMINAL CIC,11:18
109051,TUBO TIRADENTES,11:54
109085,TERMINAL CABRAL,12:08
109063,PRACA RUI BARBOSA,12:24
109100,TERMINAL CIC,12:54
109051,TUBO TIRADENTES,13:30
109085,TERMINAL CABRAL,13:44
109063,PRACA RUI BARBOSA,14:00
109100,TERMINAL CIC,14:30
109051,TUBO TIRADENTES,15:06
109085,TERMINAL CABRAL,15:20
109063,PRACA RUI BARBOSA,15:36
109100,TERMINAL CIC,16:06
109051,TUBO TIRADENTES,16:42
109085,TERMINAL CABRAL,16:56
109063,PRACA RUI BARBOSA,17:12
109100,TERMINAL CIC,17:42
109051,TUBO TIRADENTES,18:18
109085,TERMINAL CABRAL,18:32
109063,PRACA RUI BARBOSA,18:48
109100,TERMINAL CIC,19:18
109051,TUBO TIRADENTES,19:54
109085,TERMINAL CABRAL,20:08
109063,PRACA RUI BARBOSA,20:24
109100,TERMINAL CIC,20:54
109051,TUBO TIRADENTES,21:30
109085,TERMINAL CABRAL,21:44
109063,PRACA RUI BARBOSA,22:00
109100,TERMINAL CIC,22:30
109051,TUBO TIRADENTES,23:00
109085,TERMINAL CABRAL,23:13
109063,PRACA RUI BARBOSA,23:28
