Linha,210
Tabela,003
num,ponto,horario
109100,TERMINAL CIC,06:00
109051,TUBO TIRADENTES,06:31
109085,TERMINAL CABRAL,06:48
109063,PRACA RUI BARBOSA,07:04
109100,TERMINAL CIC,07:34
109051,TUBO TIRADENTES,08:10
109085,TERMINAL CABRAL,08:24
109063,PRACA RUI BARBOSA,08:40
109100,TERMINAL CIC,09:10
109051,TUBO TIRADENTES,09:46
109085,TERMINAL CABRAL,10:00
109063,PRACA RUI BARBOSA,10:16
109100,TERMINAL CIC,10:46
109051,TUBO TIRADENTES,11:22
109085,TERMINAL CABRAL,11:36
109063,PRACA RUI BARBOSA,11:52
109100,TERMINAL CIC,12:22
109051,TUBO TIRADENTES,12:58
109085,TERMINAL CABRAL,13:12
109063,PRACA RUI BARBOSA,13:28
109100,TERMINAL CIC,13:58
109051,TUBO TIRADENTES,14:34
109085,TERMINAL CABRAL,14:48
109063,PRACA RUI BARBOSA,15:04
109100,TERMINAL CIC,15:34
109051,TUBO TIRADENTES,16:10
109085,TERMINAL CABRAL,16:24
109063,PRACA RUI BARBOSA,16:40
109100,TERMINAL CIC,17:10
109051,TUBO TIRADENTES,17:46
109085,TERMINAL CABRAL,18:00
109063,PRACA RUI BARBOSA,18:16
109100,TERMINAL CIC,18:46
109051,TUBO TIRADENTES,19:22
109085,TERMINAL CABRAL,19:36
109063,PRACA RUI BARBOSA,19:52
109100,TERMINAL CIC,20:22
109051,TUBO TIRADENTES,20:58
109085,TERMINAL CABRAL,21:12
109063,PRACA RUI BARBOSA,21:28
109100,TERMINAL CIC,21:58
109051,TUBO TIRADENTES,22:32
109085,TERMINAL CABRAL,22:43
109063,PRACA RUI BARBOSA,22:57
109100,TERMINAL CIC,23:27
109051,TUBO TIRADENTES,00:00
