Linha,621
Tabela,002
num,ponto,horario
105514,TERMINAL HAUER,05:30
104813,TERMINAL CAPAO RASO,05:57
105514,TERMINAL HAUER,06:24
104813,TERMINAL CAPAO RASO,06:51
105514,TERMINAL HAUER,07:18
104813,TERMINAL CAPAO RASO,07:45
105514,TERMINAL HAUER,08:12
104813,TERMINAL CAPAO RASO,08:39
105514,TERMINAL HAUER,09:06
104813,TERMINAL CAPAO RASO,09:33
105514,TERMINAL HAUER,10:00
104813,TERMINAL CAPAO RASO,10:27
105514,TERMINAL HAUER,10:54
104813,TERMINAL CAPAO RASO,11:21
105514,TERMINAL HAUER,11:48
104813,TERMINAL CAPAO RASO,12:15
105514,TERMINAL HAUER,12:42
104813,TERMINAL CAPAO RASO,13:09
105514,TERMINAL HAUER,13:36
104813,TERMINAL CAPAO RASO,14:03
105514,TERMINAL HAUER,14:30
104813,TERMINAL CAPAO RASO,14:57
105514,TERMINAL HAUER,15:24
104813,TERMINAL CAPAO RASO,15:51
105514,TERMINAL HAUER,16:18
104813,TERMINAL CAPAO RASO,16:45
105514,TERMINAL HAUER,17:12
104813,TERMINAL CAPAO RASO,17:39
105514,TERMINAL HAUER,18:06
104813,TERMINAL CAPAO RASO,18:33
105514,TERMINAL HAUER,19:00
104813,TERMINAL CAPAO RASO,19:27
105514,TERMINAL HAUER,19:54
104813,TERMINAL CAPAO RASO,20:21
105514,TERMINAL HAUER,20:48
104813,TERMINAL CAPAO RASO,21:15
105514,TERMINAL HAUER,21:42
104813,TERMINAL CAPAO RASO,22:09
105514,TERMINAL HAUER,22:36
104813,TERMINAL CAPAO RASO,23:03
105514,TERMINAL HAUER,23:31
104813,TERMINAL CAPAO RASO,00:00
