Linha,707
Tabela,003
num,ponto,horario
171104,TERMINAL TATUQUARA,06:30
102244,PRACA RUI BARBOSA,07:15
171104,TERMINAL TATUQUARA,08:00
102244,PRACA RUI BARBOSA,08:49
171104,TERMINAL TATUQUARA,09:39
102244,PRACA RUI BARBOSA,10:28
171104,TERMINAL TATUQUARA,11:18
102244,PRACA RUI BARBOSA,12:07
171104,TERMINAL TATUQUARA,12:57
102244,PRACA RUI BARBOSA,13:46
171104,TERMINAL TATUQUARA,14:36
102244,PRACA RUI BARBOSA,15:25
171104,TERMINAL TATUQUARA,16:15
102244,PRACA RUI BARBOSA,17:04
171104,TERMINAL TATUQUARA,17:54
102244,PRACA RUI BARBOSA,18:43
171104,TERMINAL TATUQUARA,19:33
102244,PRACA RUI BARBOSA,20:22
171104,TERMINAL TATUQUARA,21:12
102244,PRACA RUI BARBOSA,22:01
171104,TERMINAL TATUQUARA,22:51
102244,PRACA RUI BARBOSA,23:41
