Linha,211
Tabela,002
num,ponto,horario
104407,TERMINAL CABRAL,06:02
130088,BAIRRO COLINA VERDE,06:18
104407,TERMINAL CABRAL,06:40
130088,BAIRRO COLINA VERDE,07:02
104407,TERMINAL CABRAL,07:24
130088,BAIRRO COLINA VERDE,07:46
104407,TERMINAL CABRAL,08:08
130088,BAIRRO COLINA VERDE,08:30
104407,TERMINAL CABRAL,08:52
130088,BAIRRO COLINA VERDE,09:15
104407,TERMINAL CABRAL,09:40
130088,BAIRRO COLINA VERDE,10:05
104407,TERMINAL CABRAL,10:30
130088,BAIRRO COLINA VERDE,10:55
104407,TERMINAL CABRAL,11:20
130088,BAIRRO COLINA VERDE,11:45
104407,TERMINAL CABRAL,12:10
130088,BAIRRO COLINA VERDE,12:35
104407,TERMINAL CABRAL,13:00
