Linha,670
Tabela,001-2
num,ponto,horario
180832,BAIRRO SAO JORGE,15:44
102033,PRACA RUI BARBOSA,16:21
180832,BAIRRO SAO JORGE,16:59
102033,PRACA RUI BARBOSA,17:39
180832,BAIRRO SAO JORGE,18:19
102033,PRACA RUI BARBOSA,18:59
180832,BAIRRO SAO JORGE,19:33
102033,PRACA RUI BARBOSA,20:03
180832,BAIRRO SAO JORGE,20:31
102033,PRACA RUI BARBOSA,21:01
180832,BAIRRO SAO JORGE,21:29
102033,PRACA RUI BARBOSA,21:58
180832,BAIRRO SAO JORGE,22:26
102033,PRACA RUI BARBOSA,22:55
180832,BAIRRO SAO JORGE,23:23
102033,PRACA RUI BARBOSA,23:52
