Linha,631
Tabela,001
num,ponto,horario
150837,BAIRRO PIRATINI,05:30
105729,TERMINAL PINHEIRINHO-BR476,05:50
105727,TERMINAL PINHEIRINHO-PIRATINI,06:00
150837,BAIRRO PIRATINI,06:20
105729,TERMINAL PINHEIRINHO-BR476,06:40
105727,TERMINAL PINHEIRINHO-PIRATINI,06:50
150837,BAIRRO PIRATINI,07:10
105729,TERMINAL PINHEIRINHO-BR476,07:33
105727,TERMINAL PINHEIRINHO-PIRATINI,07:43
150837,BAIRRO PIRATINI,08:03
105729,TERMINAL PINHEIRINHO-BR476,08:26
105727,TERMINAL PINHEIRINHO-PIRATINI,08:36
150837,BAIRRO PIRATINI,08:56
105729,TERMINAL PINHEIRINHO-BR476,09:19
105727,TERMINAL PINHEIRINHO-PIRATINI,09:29
150837,BAIRRO PIRATINI,09:49
105729,TERMINAL PINHEIRINHO-BR476,10:12
105727,TERMINAL PINHEIRINHO-PIRATINI,10:22
150837,BAIRRO PIRATINI,10:42
105729,TERMINAL PINHEIRINHO-BR476,11:05
105727,TERMINAL PINHEIRINHO-PIRATINI,11:15
150837,BAIRRO PIRATINI,11:35
105729,TERMINAL PINHEIRINHO-BR476,11:58
105727,TERMINAL PINHEIRINHO-PIRATINI,12:08
150837,BAIRRO PIRATINI,12:28
105729,TERMINAL PINHEIRINHO-BR476,12:51
105727,TERMINAL PINHEIRINHO-PIRATINI,13:01
150837,BAIRRO PIRATINI,13:21
105729,TERMINAL PINHEIRINHO-BR476,13:44
105727,TERMINAL PINHEIRINHO-PIRATINI,13:54
150837,BAIRRO PIRATINI,14:14
105729,TERMINAL PINHEIRINHO-BR476,14:37
105727,TERMINAL PINHEIRINHO-PIRATINI,14:47
150837,BAIRRO PIRATINI,15:07
105729,TERMINAL PINHEIRINHO-BR476,15:30
105727,TERMINAL PINHEIRINHO-PIRATINI,15:40
150837,BAIRRO PIRATINI,16:00
105729,TERMINAL PINHEIRINHO-BR476,16:23
105727,TERMINAL PINHEIRINHO-PIRATINI,16:33
150837,BAIRRO PIRATINI,16:53
105729,TERMINAL PINHEIRINHO-BR476,17:16
105727,TERMINAL PINHEIRINHO-PIRATINI,17:26
150837,BAIRRO PIRATINI,17:46
105729,TERMINAL PINHEIRINHO-BR476,18:09
105727,TERMINAL PINHEIRINHO-PIRATINI,18:19
150837,BAIRRO PIRATINI,18:40
105729,TERMINAL PINHEIRINHO-BR476,19:04
105727,TERMINAL PINHEIRINHO-PIRATINI,19:14
150837,BAIRRO PIRATINI,19:35
105729,TERMINAL PINHEIRINHO-BR476,19:59
105727,TERMINAL PINHEIRINHO-PIRATINI,20:09
150837,BAIRRO PIRATINI,20:23
105729,TERMINAL PINHEIRINHO-BR476,20:39
105727,TERMINAL PINHEIRINHO-PIRATINI,20:48
150837,BAIRRO PIRATINI,21:02
105729,TERMINAL PINHEIRINHO-BR476,21:18
105727,TERMINAL PINHEIRINHO-PIRATINI,21:27
150837,BAIRRO PIRATINI,21:41
105729,TERMINAL PINHEIRINHO-BR476,21:57
105727,TERMINAL PINHEIRINHO-PIRATINI,22:06
150837,BAIRRO PIRATINI,22:20
105729,TERMINAL PINHEIRINHO-BR476,22:32
105727,TERMINAL PINHEIRINHO-PIRATINI,22:40
150837,BAIRRO PIRATINI,22:51
105729,TERMINAL PINHEIRINHO-BR476,23:03
105727,TERMINAL PINHEIRINHO-PIRATINI,23:10
150837,BAIRRO PIRATINI,23:21
105729,TERMINAL PINHEIRINHO-BR476,23:33
105727,TERMINAL PINHEIRINHO-PIRATINI,23:40
150837,BAIRRO PIRATINI,23:51
105729,TERMINAL PINHEIRINHO-BR476,00:03
105727,TERMINAL PINHEIRINHO-PIRATINI,00:10
150837,BAIRRO PIRATINI,00:21
105729,TERMINAL PINHEIRINHO-BR476,00:31
105727,TERMINAL PINHEIRINHO-PIRATINI,00:38
