Linha,503
Tabela,003
num,ponto,horario
104303,TERMINAL BOQUEIRAO,05:37
108065,PRACA CARLOS GOMES,06:09
104303,TERMINAL BOQUEIRAO,06:42
108065,PRACA CARLOS GOMES,07:14
104303,TERMINAL BOQUEIRAO,07:48
108065,PRACA CARLOS GOMES,08:21
104303,TERMINAL BOQUEIRAO,08:55
108065,PRACA CARLOS GOMES,09:27
104303,TERMINAL BOQUEIRAO,10:01
108065,PRACA CARLOS GOMES,10:33
104303,TERMINAL BOQUEIRAO,11:08
108065,PRACA CARLOS GOMES,11:40
104303,TERMINAL BOQUEIRAO,12:15
108065,PRACA CARLOS GOMES,12:47
104303,TERMINAL BOQUEIRAO,13:22
108065,PRACA CARLOS GOMES,13:55
104303,TERMINAL BOQUEIRAO,14:29
108065,PRACA CARLOS GOMES,15:01
104303,TERMINAL BOQUEIRAO,15:35
108065,PRACA CARLOS GOMES,16:07
104303,TERMINAL BOQUEIRAO,16:41
108065,PRACA CARLOS GOMES,17:13
104303,TERMINAL BOQUEIRAO,17:47
108065,PRACA CARLOS GOMES,18:19
104303,TERMINAL BOQUEIRAO,18:54
108065,PRACA CARLOS GOMES,19:26
104303,TERMINAL BOQUEIRAO,20:01
108065,PRACA CARLOS GOMES,20:33
104303,TERMINAL BOQUEIRAO,21:08
108065,PRACA CARLOS GOMES,21:40
104303,TERMINAL BOQUEIRAO,22:14
108065,PRACA CARLOS GOMES,22:46
104303,TERMINAL BOQUEIRAO,23:20
108065,PRACA CARLOS GOMES,23:51
