Linha,503
Tabela,005
num,ponto,horario
104303,TERMINAL BOQUEIRAO,05:59
108065,PRACA CARLOS GOMES,06:31
104303,TERMINAL BOQUEIRAO,07:04
108065,PRACA CARLOS GOMES,07:36
104303,TERMINAL BOQUEIRAO,08:10
108065,PRACA CARLOS GOMES,08:43
104303,TERMINAL BOQUEIRAO,09:17
108065,PRACA CARLOS GOMES,09:49
104303,TERMINAL BOQUEIRAO,10:23
108065,PRACA CARLOS GOMES,10:55
104303,TERMINAL BOQUEIRAO,11:30
108065,PRACA CARLOS GOMES,12:02
104303,TERMINAL BOQUEIRAO,12:37
108065,PRACA CARLOS GOMES,13:09
104303,TERMINAL BOQUEIRAO,13:44
108065,PRACA CARLOS GOMES,14:17
104303,TERMINAL BOQUEIRAO,14:51
108065,PRACA CARLOS GOMES,15:23
104303,TERMINAL BOQUEIRAO,15:57
108065,PRACA CARLOS GOMES,16:29
104303,TERMINAL BOQUEIRAO,17:03
108065,PRACA CARLOS GOMES,17:35
104303,TERMINAL BOQUEIRAO,18:10
108065,PRACA CARLOS GOMES,18:42
104303,TERMINAL BOQUEIRAO,19:17
108065,PRACA CARLOS GOMES,19:49
104303,TERMINAL BOQUEIRAO,20:24
108065,PRACA CARLOS GOMES,20:56
104303,TERMINAL BOQUEIRAO,21:30
108065,PRACA CARLOS GOMES,22:02
104303,TERMINAL BOQUEIRAO,22:36
108065,PRACA CARLOS GOMES,23:08
