Linha,545
Tabela,002
num,ponto,horario
104319,TERMINAL BOQUEIRAO,05:23
106114,T.S.CERCADO SENT.FAZENDINHA,05:35
105307,TERMINAL FAZENDINHA,06:08
106108,T.S.CERCADO SENT.BOQUEIRAO,06:46
104319,TERMINAL BOQUEIRAO,07:00
106114,T.S.CERCADO SENT.FAZENDINHA,07:14
105307,TERMINAL FAZENDINHA,07:54
106108,T.S.CERCADO SENT.BOQUEIRAO,08:36
104319,TERMINAL BOQUEIRAO,08:50
106114,T.S.CERCADO SENT.FAZENDINHA,09:04
105307,TERMINAL FAZENDINHA,09:44
106108,T.S.CERCADO SENT.BOQUEIRAO,10:26
104319,TERMINAL BOQUEIRAO,10:40
106114,T.S.CERCADO SENT.FAZENDINHA,10:54
105307,TERMINAL FAZENDINHA,11:34
106108,T.S.CERCADO SENT.BOQUEIRAO,12:16
104319,TERMINAL BOQUEIRAO,12:30
106114,T.S.CERCADO SENT.FAZENDINHA,12:44
105307,TERMINAL FAZENDINHA,13:24
106108,T.S.CERCADO SENT.BOQUEIRAO,14:06
104319,TERMINAL BOQUEIRAO,14:20
106114,T.S.CERCADO SENT.FAZENDINHA,14:34
105307,TERMINAL FAZENDINHA,15:14
106108,T.S.CERCADO SENT.BOQUEIRAO,15:56
104319,TERMINAL BOQUEIRAO,16:10
106114,T.S.CERCADO SENT.FAZENDINHA,16:24
105307,TERMINAL FAZENDINHA,17:04
106108,T.S.CERCADO SENT.BOQUEIRAO,17:46
104319,TERMINAL BOQUEIRAO,18:00
106114,T.S.CERCADO SENT.FAZENDINHA,18:14
105307,TERMINAL FAZENDINHA,18:54
106108,T.S.CERCADO SENT.BOQUEIRAO,19:36
104319,TERMINAL BOQUEIRAO,19:50
106114,T.S.CERCADO SENT.FAZENDINHA,20:04
105307,TERMINAL FAZENDINHA,20:44
106108,T.S.CERCADO SENT.BOQUEIRAO,21:26
104319,TERMINAL BOQUEIRAO,21:40
106114,T.S.CERCADO SENT.FAZENDINHA,21:54
105307,TERMINAL FAZENDINHA,22:34
106108,T.S.CERCADO SENT.BOQUEIRAO,23:09
104319,TERMINAL BOQUEIRAO,23:23
106114,T.S.CERCADO SENT.FAZENDINHA,23:37
