Linha,665
Tabela,001
num,ponto,horario
150195,BAIRRO VILA REX,06:00
102005,PRACA RUI BARBOSA,06:40
150195,BAIRRO VILA REX,07:20
102005,PRACA RUI BARBOSA,08:00
150195,BAIRRO VILA REX,08:40
102005,PRACA RUI BARBOSA,09:20
150195,BAIRRO VILA REX,10:00
102005,PRACA RUI BARBOSA,10:40
150195,BAIRRO VILA REX,11:20
102005,PRACA RUI BARBOSA,12:00
150195,BAIRRO VILA REX,12:40
102005,PRACA RUI BARBOSA,13:20
150195,BAIRRO VILA REX,14:00
102005,PRACA RUI BARBOSA,14:40
150195,BAIRRO VILA REX,15:20
102005,PRACA RUI BARBOSA,16:00
150195,BAIRRO VILA REX,16:40
102005,PRACA RUI BARBOSA,17:20
150195,BAIRRO VILA REX,18:00
102005,PRACA RUI BARBOSA,18:40
150195,BAIRRO VILA REX,19:20
102005,PRACA RUI BARBOSA,20:00
150195,BAIRRO VILA REX,20:40
102005,PRACA RUI BARBOSA,21:20
150195,BAIRRO VILA REX,22:00
102005,PRACA RUI BARBOSA,22:40
150195,BAIRRO VILA REX,23:20
102005,PRACA RUI BARBOSA,00:00
