Linha,602
Tabela,003
num,ponto,horario
105703,TERMINAL PINHEIRINHO,06:02
106102,TERMINAL SITIO CERCADO,06:18
104304,TERMINAL BOQUEIRAO,06:33
105503,TERMINAL HAUER,06:44
105802,TERMINAL PORTAO,07:02
105703,TERMINAL PINHEIRINHO,07:14
106102,TERMINAL SITIO CERCADO,07:30
104304,TERMINAL BOQUEIRAO,07:45
105503,TERMINAL HAUER,07:56
105802,TERMINAL PORTAO,08:14
105703,TERMINAL PINHEIRINHO,08:26
106102,TERMINAL SITIO CERCADO,08:42
104304,TERMINAL BOQUEIRAO,08:57
105503,TERMINAL HAUER,09:08
105802,TERMINAL PORTAO,09:26
105703,TERMINAL PINHEIRINHO,09:38
106102,TERMINAL SITIO CERCADO,09:54
104304,TERMINAL BOQUEIRAO,10:09
105503,TERMINAL HAUER,10:20
105802,TERMINAL PORTAO,10:38
105703,TERMINAL PINHEIRINHO,10:50
106102,TERMINAL SITIO CERCADO,11:06
104304,TERMINAL BOQUEIRAO,11:21
105503,TERMINAL HAUER,11:32
105802,TERMINAL PORTAO,11:50
105703,TERMINAL PINHEIRINHO,12:02
106102,TERMINAL SITIO CERCADO,12:18
104304,TERMINAL BOQUEIRAO,12:33
105503,TERMINAL HAUER,12:44
105802,TERMINAL PORTAO,13:02
105703,TERMINAL PINHEIRINHO,13:14
106102,TERMINAL SITIO CERCADO,13:30
104304,TERMINAL BOQUEIRAO,13:45
105503,TERMINAL HAUER,13:56
105802,TERMINAL PORTAO,14:14
105703,TERMINAL PINHEIRINHO,14:27
106102,TERMINAL SITIO CERCADO,14:43
104304,TERMINAL BOQUEIRAO,14:58
105503,TERMINAL HAUER,15:09
105802,TERMINAL PORTAO,15:27
105703,TERMINAL PINHEIRINHO,15:41
106102,TERMINAL SITIO CERCADO,15:57
104304,TERMINAL BOQUEIRAO,16:12
105503,TERMINAL HAUER,16:23
105802,TERMINAL PORTAO,16:41
105703,TERMINAL PINHEIRINHO,16:55
106102,TERMINAL SITIO CERCADO,17:11
104304,TERMINAL BOQUEIRAO,17:26
105503,TERMINAL HAUER,17:37
105802,TERMINAL PORTAO,17:55
105703,TERMINAL PINHEIRINHO,18:09
106102,TERMINAL SITIO CERCADO,18:25
104304,TERMINAL BOQUEIRAO,18:40
105503,TERMINAL HAUER,18:51
105802,TERMINAL PORTAO,19:09
105703,TERMINAL PINHEIRINHO,19:23
106102,TERMINAL SITIO CERCADO,19:39
104304,TERMINAL BOQUEIRAO,19:54
105503,TERMINAL HAUER,20:05
105802,TERMINAL PORTAO,20:23
105703,TERMINAL PINHEIRINHO,20:37
106102,TERMINAL SITIO CERCADO,20:53
104304,TERMINAL BOQUEIRAO,21:08
105503,TERMINAL HAUER,21:19
105802,TERMINAL PORTAO,21:37
105703,TERMINAL PINHEIRINHO,21:51
106102,TERMINAL SITIO CERCADO,22:07
104304,TERMINAL BOQUEIRAO,22:22
105503,TERMINAL HAUER,22:33
105802,TERMINAL PORTAO,22:51
105703,TERMINAL PINHEIRINHO,23:05
106102,TERMINAL SITIO CERCADO,23:21
104304,TERMINAL BOQUEIRAO,23:36
105503,TERMINAL HAUER,23:47
105802,TERMINAL PORTAO,00:05
105703,TERMINAL PINHEIRINHO,00:19
