Linha,870
Tabela,003
num,ponto,horario
190264,BAIRRO SAO BRAZ,06:16
101001,PRACA TIRADENTES,06:49
190264,BAIRRO SAO BRAZ,07:22
101001,PRACA TIRADENTES,08:06
190264,BAIRRO SAO BRAZ,08:40
101001,PRACA TIRADENTES,09:20
190264,BAIRRO SAO BRAZ,09:53
101001,PRACA TIRADENTES,10:30
190264,BAIRRO SAO BRAZ,11:05
101001,PRACA TIRADENTES,11:42
190264,BAIRRO SAO BRAZ,12:17
101001,PRACA TIRADENTES,12:54
190264,BAIRRO SAO BRAZ,13:29
101001,PRACA TIRADENTES,14:06
190264,BAIRRO SAO BRAZ,14:41
101001,PRACA TIRADENTES,15:18
190264,BAIRRO SAO BRAZ,15:55
101001,PRACA TIRADENTES,16:30
190264,BAIRRO SAO BRAZ,17:16
101001,PRACA TIRADENTES,18:02
190264,BAIRRO SAO BRAZ,19:00
101001,PRACA TIRADENTES,19:38
