Linha,365
Tabela,002
num,ponto,horario
130285,ESTACAO FAGUNDES VARELA,06:35
103503,PRACA ZACARIAS,07:01
180956,BAIRRO BATEL,07:24
103201,PRACA CARLOS GOMES,07:44
130285,ESTACAO FAGUNDES VARELA,08:13
103503,PRACA ZACARIAS,08:41
180956,BAIRRO BATEL,09:03
103201,PRACA CARLOS GOMES,09:23
130285,ESTACAO FAGUNDES VARELA,09:51
103503,PRACA ZACARIAS,10:19
180956,BAIRRO BATEL,10:41
103201,PRACA CARLOS GOMES,11:02
130285,ESTACAO FAGUNDES VARELA,11:30
103503,PRACA ZACARIAS,11:58
180956,BAIRRO BATEL,12:20
103201,PRACA CARLOS GOMES,12:42
130285,ESTACAO FAGUNDES VARELA,13:10
103503,PRACA ZACARIAS,13:38
180956,BAIRRO BATEL,14:00
103201,PRACA CARLOS GOMES,14:22
130285,ESTACAO FAGUNDES VARELA,14:50
103503,PRACA ZACARIAS,15:17
180956,BAIRRO BATEL,15:39
103201,PRACA CARLOS GOMES,16:01
130285,ESTACAO FAGUNDES VARELA,16:30
103503,PRACA ZACARIAS,16:57
180956,BAIRRO BATEL,17:20
103201,PRACA CARLOS GOMES,17:48
130285,ESTACAO FAGUNDES VARELA,18:28
103503,PRACA ZACARIAS,18:56
180956,BAIRRO BATEL,19:20
103201,PRACA CARLOS GOMES,19:42
130285,ESTACAO FAGUNDES VARELA,20:10
103503,PRACA ZACARIAS,20:35
180956,BAIRRO BATEL,20:53
103201,PRACA CARLOS GOMES,21:11
130285,ESTACAO FAGUNDES VARELA,21:39
103503,PRACA ZACARIAS,22:04
180956,BAIRRO BATEL,22:22
103201,PRACA CARLOS GOMES,22:40
130285,ESTACAO FAGUNDES VARELA,23:07
103503,PRACA ZACARIAS,23:32
180956,BAIRRO BATEL,23:50
103201,PRACA CARLOS GOMES,00:08
