Linha,644
Tabela,001
num,ponto,horario
105730,TERMINAL PINHEIRINHO,05:30
105204,TERMINAL CIC,05:50
105730,TERMINAL PINHEIRINHO,06:12
105204,TERMINAL CIC,06:32
105730,TERMINAL PINHEIRINHO,06:57
105204,TERMINAL CIC,07:17
105730,TERMINAL PINHEIRINHO,07:42
105204,TERMINAL CIC,08:07
105730,TERMINAL PINHEIRINHO,08:32
105204,TERMINAL CIC,08:50
105730,TERMINAL PINHEIRINHO,09:14
105204,TERMINAL CIC,09:32
105730,TERMINAL PINHEIRINHO,09:56
105204,TERMINAL CIC,10:14
105730,TERMINAL PINHEIRINHO,10:38
105204,TERMINAL CIC,10:58
105730,TERMINAL PINHEIRINHO,11:22
105204,TERMINAL CIC,11:42
105730,TERMINAL PINHEIRINHO,12:06
105204,TERMINAL CIC,12:26
105730,TERMINAL PINHEIRINHO,12:50
105204,TERMINAL CIC,13:10
105730,TERMINAL PINHEIRINHO,13:34
105204,TERMINAL CIC,13:54
105730,TERMINAL PINHEIRINHO,14:19
105204,TERMINAL CIC,14:42
105730,TERMINAL PINHEIRINHO,15:07
105204,TERMINAL CIC,15:30
105730,TERMINAL PINHEIRINHO,15:55
105204,TERMINAL CIC,16:20
105730,TERMINAL PINHEIRINHO,16:45
105204,TERMINAL CIC,17:10
105730,TERMINAL PINHEIRINHO,17:40
105204,TERMINAL CIC,18:05
105730,TERMINAL PINHEIRINHO,18:35
105204,TERMINAL CIC,19:00
105730,TERMINAL PINHEIRINHO,19:25
105204,TERMINAL CIC,19:50
105730,TERMINAL PINHEIRINHO,20:15
105204,TERMINAL CIC,20:40
105730,TERMINAL PINHEIRINHO,21:03
105204,TERMINAL CIC,21:26
105730,TERMINAL PINHEIRINHO,21:49
105204,TERMINAL CIC,22:12
105730,TERMINAL PINHEIRINHO,22:35
