Linha,502
Tabela,009
num,ponto,horario
106101,TERMINAL SITIO CERCADO,05:50
105702,TERMINAL PINHEIRINHO,06:04
105801,TERMINAL PORTAO,06:18
105502,TERMINAL HAUER,06:36
104301,TERMINAL BOQUEIRAO,06:49
106101,TERMINAL SITIO CERCADO,07:09
105702,TERMINAL PINHEIRINHO,07:22
105801,TERMINAL PORTAO,07:36
105502,TERMINAL HAUER,07:59
104301,TERMINAL BOQUEIRAO,08:11
106101,TERMINAL SITIO CERCADO,08:29
105702,TERMINAL PINHEIRINHO,08:42
105801,TERMINAL PORTAO,08:56
105502,TERMINAL HAUER,09:18
104301,TERMINAL BOQUEIRAO,09:31
106101,TERMINAL SITIO CERCADO,09:48
105702,TERMINAL PINHEIRINHO,10:01
105801,TERMINAL PORTAO,10:15
105502,TERMINAL HAUER,10:38
104301,TERMINAL BOQUEIRAO,10:50
106101,TERMINAL SITIO CERCADO,11:09
105702,TERMINAL PINHEIRINHO,11:22
105801,TERMINAL PORTAO,11:36
105502,TERMINAL HAUER,11:59
104301,TERMINAL BOQUEIRAO,12:11
106101,TERMINAL SITIO CERCADO,12:30
105702,TERMINAL PINHEIRINHO,12:43
105801,TERMINAL PORTAO,12:57
105502,TERMINAL HAUER,13:20
104301,TERMINAL BOQUEIRAO,13:32
106101,TERMINAL SITIO CERCADO,13:51
105702,TERMINAL PINHEIRINHO,14:04
105801,TERMINAL PORTAO,14:18
105502,TERMINAL HAUER,14:41
104301,TERMINAL BOQUEIRAO,14:53
106101,TERMINAL SITIO CERCADO,15:12
105702,TERMINAL PINHEIRINHO,15:25
105801,TERMINAL PORTAO,15:39
105502,TERMINAL HAUER,16:02
104301,TERMINAL BOQUEIRAO,16:14
106101,TERMINAL SITIO CERCADO,16:33
105702,TERMINAL PINHEIRINHO,16:46
105801,TERMINAL PORTAO,17:00
105502,TERMINAL HAUER,17:21
104301,TERMINAL BOQUEIRAO,17:34
106101,TERMINAL SITIO CERCADO,17:52
105702,TERMINAL PINHEIRINHO,18:05
105801,TERMINAL PORTAO,18:19
105502,TERMINAL HAUER,18:42
104301,TERMINAL BOQUEIRAO,18:54
106101,TERMINAL SITIO CERCADO,19:13
105702,TERMINAL PINHEIRINHO,19:26
105801,TERMINAL PORTAO,19:40
105502,TERMINAL HAUER,20:02
104301,TERMINAL BOQUEIRAO,20:15
106101,TERMINAL SITIO CERCADO,20:34
105702,TERMINAL PINHEIRINHO,20:47
105801,TERMINAL PORTAO,21:01
105502,TERMINAL HAUER,21:21
104301,TERMINAL BOQUEIRAO,21:33
106101,TERMINAL SITIO CERCADO,21:51
105702,TERMINAL PINHEIRINHO,22:04
105801,TERMINAL PORTAO,22:18
105502,TERMINAL HAUER,22:38
104301,TERMINAL BOQUEIRAO,22:50
106101,TERMINAL SITIO CERCADO,23:09
105702,TERMINAL PINHEIRINHO,23:21
105801,TERMINAL PORTAO,23:35
105502,TERMINAL HAUER,23:55
104301,TERMINAL BOQUEIRAO,00:07
