Linha,303
Tabela,010
num,ponto,horario
104601,TERMINAL CAMPO COMPRIDO,06:20
108169,ESTACAO TUBO R. BARBOSA/LESTE,06:48
105101,TERMINAL CENTENARIO,07:24
108030,ESTACAO TUBO R.BARBOSA/OESTE,07:58
104601,TERMINAL CAMPO COMPRIDO,08:30
108169,ESTACAO TUBO R. BARBOSA/LESTE,08:58
105101,TERMINAL CENTENARIO,09:34
108030,ESTACAO TUBO R.BARBOSA/OESTE,10:08
104601,TERMINAL CAMPO COMPRIDO,10:40
108169,ESTACAO TUBO R. BARBOSA/LESTE,11:08
105101,TERMINAL CENTENARIO,11:44
108030,ESTACAO TUBO R.BARBOSA/OESTE,12:18
104601,TERMINAL CAMPO COMPRIDO,12:50
108169,ESTACAO TUBO R. BARBOSA/LESTE,13:18
105101,TERMINAL CENTENARIO,13:54
108030,ESTACAO TUBO R.BARBOSA/OESTE,14:28
