Linha,303
Tabela,001
num,ponto,horario
105101,TERMINAL CENTENARIO,05:27
108030,ESTACAO TUBO R.BARBOSA/OESTE,06:01
104601,TERMINAL CAMPO COMPRIDO,06:33
108169,ESTACAO TUBO R. BARBOSA/LESTE,07:01
105101,TERMINAL CENTENARIO,07:37
108030,ESTACAO TUBO R.BARBOSA/OESTE,08:11
104601,TERMINAL CAMPO COMPRIDO,08:43
108169,ESTACAO TUBO R. BARBOSA/LESTE,09:11
105101,TERMINAL CENTENARIO,09:47
108030,ESTACAO TUBO R.BARBOSA/OESTE,10:21
104601,TERMINAL CAMPO COMPRIDO,10:53
108169,ESTACAO TUBO R. BARBOSA/LESTE,11:21
105101,TERMINAL CENTENARIO,11:57
108030,ESTACAO TUBO R.BARBOSA/OESTE,12:31
104601,TERMINAL CAMPO COMPRIDO,13:03
108169,ESTACAO TUBO R. BARBOSA/LESTE,13:31
105101,TERMINAL CENTENARIO,14:07
108030,ESTACAO TUBO R.BARBOSA/OESTE,14:41
104601,TERMINAL CAMPO COMPRIDO,15:09
108169,ESTACAO TUBO R. BARBOSA/LESTE,15:36
105101,TERMINAL CENTENARIO,16:13
108030,ESTACAO TUBO R.BARBOSA/OESTE,16:46
104601,TERMINAL CAMPO COMPRIDO,17:17
108169,ESTACAO TUBO R. BARBOSA/LESTE,17:44
105101,TERMINAL CENTENARIO,18:20
108030,ESTACAO TUBO R.BARBOSA/OESTE,18:54
104601,TERMINAL CAMPO COMPRIDO,19:25
108169,ESTACAO TUBO R. BARBOSA/LESTE,19:52
105101,TERMINAL CENTENARIO,20:28
108030,ESTACAO TUBO R.BARBOSA/OESTE,21:01
104601,TERMINAL CAMPO COMPRIDO,21:31
108169,ESTACAO TUBO R. BARBOSA/LESTE,21:57
105101,TERMINAL CENTENARIO,22:31
108030,ESTACAO TUBO R.BARBOSA/OESTE,23:01
104601,TERMINAL CAMPO COMPRIDO,23:31
108169,ESTACAO TUBO R. BARBOSA/LESTE,23:57
