Linha,X50
Tabela,002
num,ponto,horario
104508,TERMINAL CAMPINA DO SIQUEIRA,08:45
104508,TERMINAL CAMPINA DO SIQUEIRA,09:14
104508,TERMINAL CAMPINA DO SIQUEIRA,09:44
104508,TERMINAL CAMPINA DO SIQUEIRA,10:14
104508,TERMINAL CAMPINA DO SIQUEIRA,10:44
104508,TERMINAL CAMPINA DO SIQUEIRA,11:14
104508,TERMINAL CAMPINA DO SIQUEIRA,11:44
104508,TERMINAL CAMPINA DO SIQUEIRA,12:14
104508,TERMINAL CAMPINA DO SIQUEIRA,12:44
104508,TERMINAL CAMPINA DO SIQUEIRA,13:14
104508,TERMINAL CAMPINA DO SIQUEIRA,13:44
104508,TERMINAL CAMPINA DO SIQUEIRA,14:14
104508,TERMINAL CAMPINA DO SIQUEIRA,14:44
104508,TERMINAL CAMPINA DO SIQUEIRA,15:14
104508,TERMINAL CAMPINA DO SIQUEIRA,15:44
104508,TERMINAL CAMPINA DO SIQUEIRA,16:27
104508,TERMINAL CAMPINA DO SIQUEIRA,17:12
104508,TERMINAL CAMPINA DO SIQUEIRA,17:57
104508,TERMINAL CAMPINA DO SIQUEIRA,18:42
104508,TERMINAL CAMPINA DO SIQUEIRA,19:27
104508,TERMINAL CAMPINA DO SIQUEIRA,20:01
104508,TERMINAL CAMPINA DO SIQUEIRA,20:34
104508,TERMINAL CAMPINA DO SIQUEIRA,21:07
104508,TERMINAL CAMPINA DO SIQUEIRA,21:40
