Linha,801
Tabela,004
num,ponto,horario
104507,TERMINAL CAMPINA DO SIQUEIRA,06:27
103502,PRACA ZACARIAS,06:57
104507,TERMINAL CAMPINA DO SIQUEIRA,07:19
103502,PRACA ZACARIAS,07:51
104507,TERMINAL CAMPINA DO SIQUEIRA,08:13
103502,PRACA ZACARIAS,08:45
104507,TERMINAL CAMPINA DO SIQUEIRA,09:13
103502,PRACA ZACARIAS,09:47
104507,TERMINAL CAMPINA DO SIQUEIRA,10:09
103502,PRACA ZACARIAS,10:39
104507,TERMINAL CAMPINA DO SIQUEIRA,11:01
103502,PRACA ZACARIAS,11:31
104507,TERMINAL CAMPINA DO SIQUEIRA,12:03
103502,PRACA ZACARIAS,12:35
104507,TERMINAL CAMPINA DO SIQUEIRA,13:00
103502,PRACA ZACARIAS,13:41
104507,TERMINAL CAMPINA DO SIQUEIRA,14:10
103502,PRACA ZACARIAS,14:43
104507,TERMINAL CAMPINA DO SIQUEIRA,15:10
103502,PRACA ZACARIAS,15:43
104507,TERMINAL CAMPINA DO SIQUEIRA,16:10
103502,PRACA ZACARIAS,16:49
104507,TERMINAL CAMPINA DO SIQUEIRA,17:27
103502,PRACA ZACARIAS,18:09
104507,TERMINAL CAMPINA DO SIQUEIRA,18:48
103502,PRACA ZACARIAS,19:26
