Linha,304
Tabela,014
num,ponto,horario
109043,TUBO CIC NORTE,06:14
109052,TUBO TIRADENTES,06:39
109143,TUBO TERMINAL PINHAIS,07:07
109054,TUBO NESTOR DE CASTRO,07:35
109043,TUBO CIC NORTE,08:03
109052,TUBO TIRADENTES,08:31
109143,TUBO TERMINAL PINHAIS,09:01
109054,TUBO NESTOR DE CASTRO,09:29
109043,TUBO CIC NORTE,09:58
109052,TUBO TIRADENTES,10:25
109143,TUBO TERMINAL PINHAIS,10:56
109054,TUBO NESTOR DE CASTRO,11:24
109043,TUBO CIC NORTE,11:53
109052,TUBO TIRADENTES,12:20
109143,TUBO TERMINAL PINHAIS,12:52
109054,TUBO NESTOR DE CASTRO,13:20
109043,TUBO CIC NORTE,13:49
109052,TUBO TIRADENTES,14:16
109143,TUBO TERMINAL PINHAIS,14:48
109054,TUBO NESTOR DE CASTRO,15:16
109043,TUBO CIC NORTE,15:45
109052,TUBO TIRADENTES,16:12
109143,TUBO TERMINAL PINHAIS,16:44
109054,TUBO NESTOR DE CASTRO,17:14
109043,TUBO CIC NORTE,17:45
109052,TUBO TIRADENTES,18:15
109143,TUBO TERMINAL PINHAIS,18:55
109054,TUBO NESTOR DE CASTRO,19:25
