Linha,550
Tabela,014
num,ponto,horario
105704,TERMINAL PINHEIRINHO,06:15
108215,PRACA CARLOS GOMES,06:43
105704,TERMINAL PINHEIRINHO,07:15
108215,PRACA CARLOS GOMES,07:43
105704,TERMINAL PINHEIRINHO,08:16
108215,PRACA CARLOS GOMES,08:45
105704,TERMINAL PINHEIRINHO,09:14
108215,PRACA CARLOS GOMES,09:45
105704,TERMINAL PINHEIRINHO,10:16
108215,PRACA CARLOS GOMES,10:46
105704,TERMINAL PINHEIRINHO,11:17
108215,PRACA CARLOS GOMES,11:48
105704,TERMINAL PINHEIRINHO,12:18
108215,PRACA CARLOS GOMES,12:48
105704,TERMINAL PINHEIRINHO,13:18
108215,PRACA CARLOS GOMES,13:48
105704,TERMINAL PINHEIRINHO,14:18
108215,PRACA CARLOS GOMES,14:48
105704,TERMINAL PINHEIRINHO,15:18
108215,PRACA CARLOS GOMES,15:48
105704,TERMINAL PINHEIRINHO,16:16
108215,PRACA CARLOS GOMES,16:46
105704,TERMINAL PINHEIRINHO,17:20
108215,PRACA CARLOS GOMES,17:51
105704,TERMINAL PINHEIRINHO,18:26
108215,PRACA CARLOS GOMES,18:57
105704,TERMINAL PINHEIRINHO,19:35
108215,PRACA CARLOS GOMES,20:05
105704,TERMINAL PINHEIRINHO,20:35
108215,PRACA CARLOS GOMES,21:05
105704,TERMINAL PINHEIRINHO,21:35
108215,PRACA CARLOS GOMES,22:04
105704,TERMINAL PINHEIRINHO,22:33
108215,PRACA CARLOS GOMES,23:02
