Linha,250
Tabela,010
num,ponto,horario
105934,TERMINAL SANTA CANDIDA,06:44
108024,ESTACAO TUBO CENTRAL/SUL,07:02
105933,TERMINAL PINHEIRINHO,07:38
108023,ESTACAO TUBO CENTRAL/NORTE,08:08
105934,TERMINAL SANTA CANDIDA,08:33
108024,ESTACAO TUBO CENTRAL/SUL,08:52
105933,TERMINAL PINHEIRINHO,09:31
108023,ESTACAO TUBO CENTRAL/NORTE,10:00
105934,TERMINAL SANTA CANDIDA,10:24
108024,ESTACAO TUBO CENTRAL/SUL,10:42
105933,TERMINAL PINHEIRINHO,11:17
108023,ESTACAO TUBO CENTRAL/NORTE,11:45
105934,TERMINAL SANTA CANDIDA,12:09
108024,ESTACAO TUBO CENTRAL/SUL,12:27
105933,TERMINAL PINHEIRINHO,13:02
108023,ESTACAO TUBO CENTRAL/NORTE,13:30
105934,TERMINAL SANTA CANDIDA,13:54
108024,ESTACAO TUBO CENTRAL/SUL,14:12
105933,TERMINAL PINHEIRINHO,14:47
108023,ESTACAO TUBO CENTRAL/NORTE,15:15
105934,TERMINAL SANTA CANDIDA,15:39
108024,ESTACAO TUBO CENTRAL/SUL,15:57
105933,TERMINAL PINHEIRINHO,16:32
108023,ESTACAO TUBO CENTRAL/NORTE,17:00
105934,TERMINAL SANTA CANDIDA,17:24
108024,ESTACAO TUBO CENTRAL/SUL,17:42
105933,TERMINAL PINHEIRINHO,18:18
108023,ESTACAO TUBO CENTRAL/NORTE,18:46
105934,TERMINAL SANTA CANDIDA,19:09
108024,ESTACAO TUBO CENTRAL/SUL,19:27
105933,TERMINAL PINHEIRINHO,20:00
108023,ESTACAO TUBO CENTRAL/NORTE,20:28
