Linha,250
Tabela,003
num,ponto,horario
105934,TERMINAL SANTA CANDIDA,05:47
108024,ESTACAO TUBO CENTRAL/SUL,06:05
105933,TERMINAL PINHEIRINHO,06:40
108023,ESTACAO TUBO CENTRAL/NORTE,07:10
105934,TERMINAL SANTA CANDIDA,07:34
108024,ESTACAO TUBO CENTRAL/SUL,07:52
105933,TERMINAL PINHEIRINHO,08:27
108023,ESTACAO TUBO CENTRAL/NORTE,08:56
105934,TERMINAL SANTA CANDIDA,09:20
108024,ESTACAO TUBO CENTRAL/SUL,09:38
105933,TERMINAL PINHEIRINHO,10:14
108023,ESTACAO TUBO CENTRAL/NORTE,10:42
105934,TERMINAL SANTA CANDIDA,11:06
108024,ESTACAO TUBO CENTRAL/SUL,11:24
105933,TERMINAL PINHEIRINHO,11:58
108023,ESTACAO TUBO CENTRAL/NORTE,12:27
105934,TERMINAL SANTA CANDIDA,12:51
108024,ESTACAO TUBO CENTRAL/SUL,13:09
105933,TERMINAL PINHEIRINHO,13:44
108023,ESTACAO TUBO CENTRAL/NORTE,14:12
105934,TERMINAL SANTA CANDIDA,14:36
108024,ESTACAO TUBO CENTRAL/SUL,14:54
105933,TERMINAL PINHEIRINHO,15:29
108023,ESTACAO TUBO CENTRAL/NORTE,15:57
105934,TERMINAL SANTA CANDIDA,16:21
108024,ESTACAO TUBO CENTRAL/SUL,16:39
105933,TERMINAL PINHEIRINHO,17:14
108023,ESTACAO TUBO CENTRAL/NORTE,17:42
105934,TERMINAL SANTA CANDIDA,18:06
108024,ESTACAO TUBO CENTRAL/SUL,18:24
105933,TERMINAL PINHEIRINHO,18:59
108023,ESTACAO TUBO CENTRAL/NORTE,19:27
