Linha,338
Tabela,002
num,ponto,horario
105104,TERMINAL CENTENARIO,05:15
105509,TERMINAL HAUER,05:50
105104,TERMINAL CENTENARIO,06:25
105509,TERMINAL HAUER,07:00
105104,TERMINAL CENTENARIO,07:35
105509,TERMINAL HAUER,08:10
105104,TERMINAL CENTENARIO,08:45
105509,TERMINAL HAUER,09:20
105104,TERMINAL CENTENARIO,09:55
105509,TERMINAL HAUER,10:30
105104,TERMINAL CENTENARIO,11:05
105509,TERMINAL HAUER,11:40
105104,TERMINAL CENTENARIO,12:15
105509,TERMINAL HAUER,12:50
105104,TERMINAL CENTENARIO,13:25
105509,TERMINAL HAUER,14:00
105104,TERMINAL CENTENARIO,14:35
105509,TERMINAL HAUER,15:10
105104,TERMINAL CENTENARIO,15:45
105509,TERMINAL HAUER,16:20
105104,TERMINAL CENTENARIO,16:55
105509,TERMINAL HAUER,17:30
105104,TERMINAL CENTENARIO,18:05
105509,TERMINAL HAUER,18:40
105104,TERMINAL CENTENARIO,19:15
105509,TERMINAL HAUER,19:50
105104,TERMINAL CENTENARIO,20:25
105509,TERMINAL HAUER,21:00
105104,TERMINAL CENTENARIO,21:35
105509,TERMINAL HAUER,22:12
105104,TERMINAL CENTENARIO,22:47
105509,TERMINAL HAUER,23:24
105104,TERMINAL CENTENARIO,23:59
