Linha,X07
Tabela,2
num,ponto,horario
160183,RUA GUAÇUI (PONTO INICIAL X07),05:17
160756,BAIRRO OSTERNACK (X07),05:20
106115,TERMINAL SITIO CERCADO,05:34
160756,BAIRRO OSTERNACK (X07),05:51
106115,TERMINAL SITIO CERCADO,06:08
160756,BAIRRO OSTERNACK (X07),06:25
106115,TERMINAL SITIO CERCADO,06:42
160756,BAIRRO OSTERNACK (X07),06:59
106115,TERMINAL SITIO CERCADO,07:17
160756,BAIRRO OSTERNACK (X07),07:35
106115,TERMINAL SITIO CERCADO,07:53
160756,BAIRRO OSTERNACK (X07),08:11
106115,TERMINAL SITIO CERCADO,08:29
160756,BAIRRO OSTERNACK (X07),08:47
106115,TERMINAL SITIO CERCADO,09:05
160756,BAIRRO OSTERNACK (X07),09:23
106115,TERMINAL SITIO CERCADO,09:41
160756,BAIRRO OSTERNACK (X07),09:59
106115,TERMINAL SITIO CERCADO,10:17
160756,BAIRRO OSTERNACK (X07),10:35
106115,TERMINAL SITIO CERCADO,10:53
160756,BAIRRO OSTERNACK (X07),11:11
106115,TERMINAL SITIO CERCADO,11:29
160756,BAIRRO OSTERNACK (X07),11:47
106115,TERMINAL SITIO CERCADO,12:05
160756,BAIRRO OSTERNACK (X07),12:23
106115,TERMINAL SITIO CERCADO,12:41
160756,BAIRRO OSTERNACK (X07),12:59
106115,TERMINAL SITIO CERCADO,13:17
160756,BAIRRO OSTERNACK (X07),13:35
106115,TERMINAL SITIO CERCADO,13:53
160756,BAIRRO OSTERNACK (X07),14:11
106115,TERMINAL SITIO CERCADO,14:29
160756,BAIRRO OSTERNACK (X07),14:47
106115,TERMINAL SITIO CERCADO,15:05
160756,BAIRRO OSTERNACK (X07),15:23
106115,TERMINAL SITIO CERCADO,15:41
160756,BAIRRO OSTERNACK (X07),15:59
106115,TERMINAL SITIO CERCADO,16:17
160756,BAIRRO OSTERNACK (X07),16:35
106115,TERMINAL SITIO CERCADO,16:53
160756,BAIRRO OSTERNACK (X07),17:11
106115,TERMINAL SITIO CERCADO,17:29
160756,BAIRRO OSTERNACK (X07),17:47
106115,TERMINAL SITIO CERCADO,18:05
160756,BAIRRO OSTERNACK (X07),18:23
106115,TERMINAL SITIO CERCADO,18:41
160756,BAIRRO OSTERNACK (X07),18:59
106115,TERMINAL SITIO CERCADO,19:17
160756,BAIRRO OSTERNACK (X07),19:35
106115,TERMINAL SITIO CERCADO,19:53
160756,BAIRRO OSTERNACK (X07),20:11
106115,TERMINAL SITIO CERCADO,20:29
160756,BAIRRO OSTERNACK (X07),20:47
106115,TERMINAL SITIO CERCADO,21:05
160756,BAIRRO OSTERNACK (X07),21:23
106115,TERMINAL SITIO CERCADO,21:41
160756,BAIRRO OSTERNACK (X07),21:59
106115,TERMINAL SITIO CERCADO,22:17
160756,BAIRRO OSTERNACK (X07),22:35
106115,TERMINAL SITIO CERCADO,22:53
160756,BAIRRO OSTERNACK (X07),23:11
106115,TERMINAL SITIO CERCADO,23:29
160756,BAIRRO OSTERNACK (X07),23:47
106115,TERMINAL SITIO CERCADO,00:06
