Linha,652
Tabela,002
num,ponto,horario
170747,BAIRRO VILA VERDE,05:08
105202,TERMINAL CIC,05:32
170747,BAIRRO VILA VERDE,05:52
105202,TERMINAL CIC,06:16
170747,BAIRRO VILA VERDE,06:36
105202,TERMINAL CIC,07:00
170747,BAIRRO VILA VERDE,07:20
105202,TERMINAL CIC,07:44
170747,BAIRRO VILA VERDE,08:06
105202,TERMINAL CIC,08:30
170747,BAIRRO VILA VERDE,08:54
105202,TERMINAL CIC,09:18
170747,BAIRRO VILA VERDE,09:43
105202,TERMINAL CIC,10:08
170747,BAIRRO VILA VERDE,10:33
105202,TERMINAL CIC,10:58
170747,BAIRRO VILA VERDE,11:23
105202,TERMINAL CIC,11:48
170747,BAIRRO VILA VERDE,12:13
105202,TERMINAL CIC,12:38
170747,BAIRRO VILA VERDE,13:03
105202,TERMINAL CIC,13:28
170747,BAIRRO VILA VERDE,13:53
105202,TERMINAL CIC,14:18
170747,BAIRRO VILA VERDE,14:43
105202,TERMINAL CIC,15:08
170747,BAIRRO VILA VERDE,15:33
105202,TERMINAL CIC,15:58
170747,BAIRRO VILA VERDE,16:23
105202,TERMINAL CIC,16:48
170747,BAIRRO VILA VERDE,17:13
105202,TERMINAL CIC,17:38
170747,BAIRRO VILA VERDE,18:03
105202,TERMINAL CIC,18:28
170747,BAIRRO VILA VERDE,18:53
105202,TERMINAL CIC,19:18
170747,BAIRRO VILA VERDE,19:43
105202,TERMINAL CIC,20:08
170747,BAIRRO VILA VERDE,20:33
105202,TERMINAL CIC,20:58
