Linha,030
Tabela,002
num,ponto,horario
104905,TERMINAL CARMO (SENT.OFICINAS),05:04
105606,TERMINAL OFICINAS(SENT.B.ALTO),05:27
104006,TERM.BAIRRO ALTO (SENT.S.CAND),05:48
105907,TERMINAL SANTA CANDIDA,06:04
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),06:21
105603,TERMINAL OFICINAS (SENT.CARMO),06:43
104907,TERMINAL CARMO (SENT. C.RASO),07:05
104815,TERMINAL CAPAO RASO,07:30
104905,TERMINAL CARMO (SENT.OFICINAS),07:59
105606,TERMINAL OFICINAS(SENT.B.ALTO),08:24
104006,TERM.BAIRRO ALTO (SENT.S.CAND),08:44
105907,TERMINAL SANTA CANDIDA,09:02
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),09:18
105603,TERMINAL OFICINAS (SENT.CARMO),09:38
104907,TERMINAL CARMO (SENT. C.RASO),10:04
104815,TERMINAL CAPAO RASO,10:28
104905,TERMINAL CARMO (SENT.OFICINAS),10:58
105606,TERMINAL OFICINAS(SENT.B.ALTO),11:23
104006,TERM.BAIRRO ALTO (SENT.S.CAND),11:45
105907,TERMINAL SANTA CANDIDA,12:01
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),12:17
105603,TERMINAL OFICINAS (SENT.CARMO),12:37
104907,TERMINAL CARMO (SENT. C.RASO),13:03
104815,TERMINAL CAPAO RASO,13:27
104905,TERMINAL CARMO (SENT.OFICINAS),13:57
105606,TERMINAL OFICINAS(SENT.B.ALTO),14:22
104006,TERM.BAIRRO ALTO (SENT.S.CAND),14:44
105907,TERMINAL SANTA CANDIDA,15:00
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),15:16
105603,TERMINAL OFICINAS (SENT.CARMO),15:36
104907,TERMINAL CARMO (SENT. C.RASO),16:02
104815,TERMINAL CAPAO RASO,16:26
104905,TERMINAL CARMO (SENT.OFICINAS),16:56
105606,TERMINAL OFICINAS(SENT.B.ALTO),17:21
104006,TERM.BAIRRO ALTO (SENT.S.CAND),17:43
105907,TERMINAL SANTA CANDIDA,17:59
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),18:15
105603,TERMINAL OFICINAS (SENT.CARMO),18:35
104907,TERMINAL CARMO (SENT. C.RASO),19:01
104815,TERMINAL CAPAO RASO,19:25
104905,TERMINAL CARMO (SENT.OFICINAS),19:55
105606,TERMINAL OFICINAS(SENT.B.ALTO),20:20
104006,TERM.BAIRRO ALTO (SENT.S.CAND),20:42
105907,TERMINAL SANTA CANDIDA,20:58
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),21:14
105603,TERMINAL OFICINAS (SENT.CARMO),21:34
104907,TERMINAL CARMO (SENT. C.RASO),22:00
104815,TERMINAL CAPAO RASO,22:21
104905,TERMINAL CARMO (SENT.OFICINAS),22:48
105606,TERMINAL OFICINAS(SENT.B.ALTO),23:12
104006,TERM.BAIRRO ALTO (SENT.S.CAND),23:31
105907,TERMINAL SANTA CANDIDA,23:45
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),23:59
105603,TERMINAL OFICINAS (SENT.CARMO),00:14
