Linha,205
Tabela,001
num,ponto,horario
104103,TERMINAL BARREIRINHA,05:30
101161,TRAVESSA MOREIRA GARCEZ,05:55
104103,TERMINAL BARREIRINHA,06:20
101161,TRAVESSA MOREIRA GARCEZ,06:42
104103,TERMINAL BARREIRINHA,07:05
101161,TRAVESSA MOREIRA GARCEZ,07:29
104103,TERMINAL BARREIRINHA,07:52
101161,TRAVESSA MOREIRA GARCEZ,08:17
104103,TERMINAL BARREIRINHA,08:40
101161,TRAVESSA MOREIRA GARCEZ,09:05
104103,TERMINAL BARREIRINHA,09:28
101161,TRAVESSA MOREIRA GARCEZ,09:53
104103,TERMINAL BARREIRINHA,10:17
101161,TRAVESSA MOREIRA GARCEZ,10:41
104103,TERMINAL BARREIRINHA,11:08
101161,TRAVESSA MOREIRA GARCEZ,11:32
104103,TERMINAL BARREIRINHA,11:59
101161,TRAVESSA MOREIRA GARCEZ,12:23
104103,TERMINAL BARREIRINHA,12:50
101161,TRAVESSA MOREIRA GARCEZ,13:14
104103,TERMINAL BARREIRINHA,13:41
101161,TRAVESSA MOREIRA GARCEZ,14:05
104103,TERMINAL BARREIRINHA,14:32
101161,TRAVESSA MOREIRA GARCEZ,14:56
104103,TERMINAL BARREIRINHA,15:23
101161,TRAVESSA MOREIRA GARCEZ,15:47
104103,TERMINAL BARREIRINHA,16:14
101161,TRAVESSA MOREIRA GARCEZ,16:38
104103,TERMINAL BARREIRINHA,17:05
101161,TRAVESSA MOREIRA GARCEZ,17:29
104103,TERMINAL BARREIRINHA,17:56
101161,TRAVESSA MOREIRA GARCEZ,18:20
104103,TERMINAL BARREIRINHA,18:46
101161,TRAVESSA MOREIRA GARCEZ,19:10
104103,TERMINAL BARREIRINHA,19:42
101161,TRAVESSA MOREIRA GARCEZ,20:05
104103,TERMINAL BARREIRINHA,20:28
101161,TRAVESSA MOREIRA GARCEZ,20:50
104103,TERMINAL BARREIRINHA,21:13
101161,TRAVESSA MOREIRA GARCEZ,21:35
104103,TERMINAL BARREIRINHA,21:58
101161,TRAVESSA MOREIRA GARCEZ,22:20
104103,TERMINAL BARREIRINHA,22:43
101161,TRAVESSA MOREIRA GARCEZ,23:05
104103,TERMINAL BARREIRINHA,23:28
101161,TRAVESSA MOREIRA GARCEZ,23:50
