Linha,628
Tabela,002
num,ponto,horario
104806,TERMINAL CAPAO RASO,05:15
105205,TERMINAL CIC/BOSCH VILA VERDE,05:29
170369,BAIRRO CARBOMAFRA,05:53
105212,TERMINAL CIC/SENT.CAPAO RASO,06:17
104806,TERMINAL CAPAO RASO,06:32
105205,TERMINAL CIC/BOSCH VILA VERDE,06:45
170369,BAIRRO CARBOMAFRA,07:09
105212,TERMINAL CIC/SENT.CAPAO RASO,07:33
104806,TERMINAL CAPAO RASO,07:48
105205,TERMINAL CIC/BOSCH VILA VERDE,08:01
170369,BAIRRO CARBOMAFRA,08:25
105212,TERMINAL CIC/SENT.CAPAO RASO,08:49
104806,TERMINAL CAPAO RASO,09:05
105205,TERMINAL CIC/BOSCH VILA VERDE,09:19
170369,BAIRRO CARBOMAFRA,09:45
105212,TERMINAL CIC/SENT.CAPAO RASO,10:09
104806,TERMINAL CAPAO RASO,10:25
105205,TERMINAL CIC/BOSCH VILA VERDE,10:39
170369,BAIRRO CARBOMAFRA,11:05
105212,TERMINAL CIC/SENT.CAPAO RASO,11:29
104806,TERMINAL CAPAO RASO,11:45
105205,TERMINAL CIC/BOSCH VILA VERDE,11:59
170369,BAIRRO CARBOMAFRA,12:25
105212,TERMINAL CIC/SENT.CAPAO RASO,12:49
104806,TERMINAL CAPAO RASO,13:05
105205,TERMINAL CIC/BOSCH VILA VERDE,13:19
170369,BAIRRO CARBOMAFRA,13:45
105212,TERMINAL CIC/SENT.CAPAO RASO,14:09
104806,TERMINAL CAPAO RASO,14:25
105205,TERMINAL CIC/BOSCH VILA VERDE,14:39
170369,BAIRRO CARBOMAFRA,15:05
105212,TERMINAL CIC/SENT.CAPAO RASO,15:29
104806,TERMINAL CAPAO RASO,15:45
105205,TERMINAL CIC/BOSCH VILA VERDE,15:59
170369,BAIRRO CARBOMAFRA,16:25
105212,TERMINAL CIC/SENT.CAPAO RASO,16:49
104806,TERMINAL CAPAO RASO,17:05
105205,TERMINAL CIC/BOSCH VILA VERDE,17:19
170369,BAIRRO CARBOMAFRA,17:45
105212,TERMINAL CIC/SENT.CAPAO RASO,18:09
104806,TERMINAL CAPAO RASO,18:25
105205,TERMINAL CIC/BOSCH VILA VERDE,18:39
170369,BAIRRO CARBOMAFRA,19:05
105212,TERMINAL CIC/SENT.CAPAO RASO,19:29
104806,TERMINAL CAPAO RASO,19:44
105205,TERMINAL CIC/BOSCH VILA VERDE,19:57
170369,BAIRRO CARBOMAFRA,20:21
105212,TERMINAL CIC/SENT.CAPAO RASO,20:45
104806,TERMINAL CAPAO RASO,21:00
105205,TERMINAL CIC/BOSCH VILA VERDE,21:13
170369,BAIRRO CARBOMAFRA,21:37
105212,TERMINAL CIC/SENT.CAPAO RASO,22:01
104806,TERMINAL CAPAO RASO,22:16
105205,TERMINAL CIC/BOSCH VILA VERDE,22:29
170369,BAIRRO CARBOMAFRA,22:53
105212,TERMINAL CIC/SENT.CAPAO RASO,23:17
104806,TERMINAL CAPAO RASO,23:32
105205,TERMINAL CIC/BOSCH VILA VERDE,23:45
