Linha,654
Tabela,002
num,ponto,horario
104817,TERMINAL CAPAO RASO,05:27
105203,TERMINAL CIC,05:49
104817,TERMINAL CAPAO RASO,06:11
105203,TERMINAL CIC,06:33
104817,TERMINAL CAPAO RASO,06:55
105203,TERMINAL CIC,07:17
104817,TERMINAL CAPAO RASO,07:39
105203,TERMINAL CIC,08:01
104817,TERMINAL CAPAO RASO,08:23
105203,TERMINAL CIC,08:45
104817,TERMINAL CAPAO RASO,09:07
105203,TERMINAL CIC,09:29
104817,TERMINAL CAPAO RASO,09:51
105203,TERMINAL CIC,10:13
104817,TERMINAL CAPAO RASO,10:35
105203,TERMINAL CIC,10:57
104817,TERMINAL CAPAO RASO,11:19
105203,TERMINAL CIC,11:41
104817,TERMINAL CAPAO RASO,12:03
105203,TERMINAL CIC,12:25
104817,TERMINAL CAPAO RASO,12:47
105203,TERMINAL CIC,13:09
104817,TERMINAL CAPAO RASO,13:31
105203,TERMINAL CIC,13:53
104817,TERMINAL CAPAO RASO,14:15
105203,TERMINAL CIC,14:37
104817,TERMINAL CAPAO RASO,14:59
105203,TERMINAL CIC,15:21
104817,TERMINAL CAPAO RASO,15:43
105203,TERMINAL CIC,16:05
104817,TERMINAL CAPAO RASO,16:27
105203,TERMINAL CIC,16:49
104817,TERMINAL CAPAO RASO,17:11
105203,TERMINAL CIC,17:33
104817,TERMINAL CAPAO RASO,17:55
105203,TERMINAL CIC,18:17
104817,TERMINAL CAPAO RASO,18:39
105203,TERMINAL CIC,19:01
104817,TERMINAL CAPAO RASO,19:23
105203,TERMINAL CIC,19:45
104817,TERMINAL CAPAO RASO,20:07
105203,TERMINAL CIC,20:29
104817,TERMINAL CAPAO RASO,20:51
105203,TERMINAL CIC,21:13
104817,TERMINAL CAPAO RASO,21:35
105203,TERMINAL CIC,21:57
104817,TERMINAL CAPAO RASO,22:20
105203,TERMINAL CIC,22:43
104817,TERMINAL CAPAO RASO,23:05
105203,TERMINAL CIC,23:27
104817,TERMINAL CAPAO RASO,23:51
105203,TERMINAL CIC,00:13
