Linha,177
Tabela,001
num,ponto,horario
121029,TERMINAL CABRAL,08:00
120245,PARQUE TANGUA,08:20
121029,TERMINAL CABRAL,08:40
120245,PARQUE TANGUA,09:00
121029,TERMINAL CABRAL,09:20
120245,PARQUE TANGUA,09:40
121029,TERMINAL CABRAL,10:00
120245,PARQUE TANGUA,10:20
121029,TERMINAL CABRAL,10:40
120245,PARQUE TANGUA,11:00
121029,TERMINAL CABRAL,11:20
120245,PARQUE TANGUA,11:40
121029,TERMINAL CABRAL,12:00
120245,PARQUE TANGUA,12:20
121029,TERMINAL CABRAL,12:40
120245,PARQUE TANGUA,13:00
121029,TERMINAL CABRAL,13:20
120245,PARQUE TANGUA,13:40
121029,TERMINAL CABRAL,14:00
120245,PARQUE TANGUA,14:20
121029,TERMINAL CABRAL,14:40
120245,PARQUE TANGUA,15:00
121029,TERMINAL CABRAL,15:20
120245,PARQUE TANGUA,15:40
121029,TERMINAL CABRAL,16:00
120245,PARQUE TANGUA,16:20
121029,TERMINAL CABRAL,16:40
120245,PARQUE TANGUA,17:00
121029,TERMINAL CABRAL,17:20
120245,PARQUE TANGUA,17:40
121029,TERMINAL CABRAL,18:00
120245,PARQUE TANGUA,18:20
121029,TERMINAL CABRAL,18:50
120245,PARQUE TANGUA,19:10
121029,TERMINAL CABRAL,19:40
120245,PARQUE TANGUA,20:00
