Linha,607
Tabela,010
num,ponto,horario
109100,TERMINAL CIC,05:57
109051,TUBO TIRADENTES,06:33
350808,TERMINAL MARACANA,07:05
109063,PRACA RUI BARBOSA,07:49
109100,TERMINAL CIC,08:26
109051,TUBO TIRADENTES,09:12
350808,TERMINAL MARACANA,09:49
109063,PRACA RUI BARBOSA,10:31
109100,TERMINAL CIC,11:06
109051,TUBO TIRADENTES,11:44
350808,TERMINAL MARACANA,12:21
109063,PRACA RUI BARBOSA,13:02
109100,TERMINAL CIC,13:38
109051,TUBO TIRADENTES,14:16
350808,TERMINAL MARACANA,14:53
109063,PRACA RUI BARBOSA,15:37
109100,TERMINAL CIC,16:16
109051,TUBO TIRADENTES,17:02
350808,TERMINAL MARACANA,17:47
109063,PRACA RUI BARBOSA,18:30
