Linha,607
Tabela,013
num,ponto,horario
350808,TERMINAL MARACANA,06:09
109063,PRACA RUI BARBOSA,06:53
109100,TERMINAL CIC,07:30
109051,TUBO TIRADENTES,08:15
350808,TERMINAL MARACANA,08:52
109063,PRACA RUI BARBOSA,09:35
109100,TERMINAL CIC,10:09
109051,TUBO TIRADENTES,10:47
350808,TERMINAL MARACANA,11:24
109063,PRACA RUI BARBOSA,12:05
109100,TERMINAL CIC,12:41
109051,TUBO TIRADENTES,13:19
350808,TERMINAL MARACANA,13:56
109063,PRACA RUI BARBOSA,14:37
109100,TERMINAL CIC,15:13
109051,TUBO TIRADENTES,15:53
350808,TERMINAL MARACANA,16:35
109063,PRACA RUI BARBOSA,17:20
109100,TERMINAL CIC,18:00
109051,TUBO TIRADENTES,18:46
350808,TERMINAL MARACANA,19:34
109063,PRACA RUI BARBOSA,20:08
109100,TERMINAL CIC,20:42
109051,TUBO TIRADENTES,21:14
350808,TERMINAL MARACANA,21:48
109063,PRACA RUI BARBOSA,22:20
109100,TERMINAL CIC,23:00
109051,TUBO TIRADENTES,23:30
