Linha,170
Tabela,001
num,ponto,horario
120317,BAIRRO BRACATINGA,05:45
101126,TRAVESSA NESTOR DE CASTRO,06:12
120317,BAIRRO BRACATINGA,06:39
101126,TRAVESSA NESTOR DE CASTRO,07:06
120317,BAIRRO BRACATINGA,07:33
101126,TRAVESSA NESTOR DE CASTRO,08:00
120317,BAIRRO BRACATINGA,08:27
101126,TRAVESSA NESTOR DE CASTRO,08:54
120317,BAIRRO BRACATINGA,09:21
101126,TRAVESSA NESTOR DE CASTRO,09:48
120317,BAIRRO BRACATINGA,10:15
101126,TRAVESSA NESTOR DE CASTRO,10:42
120317,BAIRRO BRACATINGA,11:09
101126,TRAVESSA NESTOR DE CASTRO,11:36
120317,BAIRRO BRACATINGA,12:03
101126,TRAVESSA NESTOR DE CASTRO,12:30
120317,BAIRRO BRACATINGA,12:57
101126,TRAVESSA NESTOR DE CASTRO,13:24
120317,BAIRRO BRACATINGA,13:51
101126,TRAVESSA NESTOR DE CASTRO,14:18
120317,BAIRRO BRACATINGA,14:45
101126,TRAVESSA NESTOR DE CASTRO,15:12
120317,BAIRRO BRACATINGA,15:39
101126,TRAVESSA NESTOR DE CASTRO,16:06
120317,BAIRRO BRACATINGA,16:33
101126,TRAVESSA NESTOR DE CASTRO,17:00
120317,BAIRRO BRACATINGA,17:27
101126,TRAVESSA NESTOR DE CASTRO,17:54
120317,BAIRRO BRACATINGA,18:21
101126,TRAVESSA NESTOR DE CASTRO,18:48
120317,BAIRRO BRACATINGA,19:15
101126,TRAVESSA NESTOR DE CASTRO,19:41
120317,BAIRRO BRACATINGA,20:07
101126,TRAVESSA NESTOR DE CASTRO,20:33
120317,BAIRRO BRACATINGA,20:59
101126,TRAVESSA NESTOR DE CASTRO,21:25
120317,BAIRRO BRACATINGA,21:51
101126,TRAVESSA NESTOR DE CASTRO,22:17
120317,BAIRRO BRACATINGA,22:43
101126,TRAVESSA NESTOR DE CASTRO,23:09
120317,BAIRRO BRACATINGA,23:35
101126,TRAVESSA NESTOR DE CASTRO,00:00
