Linha,979
Tabela,002
num,ponto,horario
110093,RUA 24 HORAS,09:00
110212,MUSEU FERROVIARIO,09:09
140277,TEATRO PAIOL,09:18
140104,PARQUE JARDIM BOTANICO,09:30
110021,MERC.MUNICIPAL/RODOFERROVIARIA,09:39
110092,TEATRO GUAIRA/UNIV.FEDERAL PR,09:45
110001,PACO DA LIBERDADE,09:51
110002,MEMORIAL ARABE,09:56
120461,CENTRO CIVICO,09:59
120573,BOSQUE DO PAPA,10:03
120542,MUSEU OSCAR NIEMEYER,10:08
190419,BOSQUE ALEMAO,10:18
120543,UNIV.LIVRE DO MEIO AMBIENTE,10:24
120718,PQ.SAO LOURENCO (SENT.BARREIRINHA),10:32
120074,OPERA DE ARAME,10:36
120586,PARQUE TANGUA,10:42
190363,PARQUE TINGUI,10:49
190361,MEMORIAL UCRANIANO,10:53
190550,PORTAL ITALIANO,11:01
190969,SANTA FELICIDADE,11:11
190941,PARQUE BARIGUI,11:23
190211,TORRE PANORAMICA,11:28
110325,SETOR HISTORICO,11:36
101016,PRACA TIRADENTES,11:40
110206,RUA DAS FLORES,11:46
110093,RUA 24 HORAS,12:00
110212,MUSEU FERROVIARIO,12:09
140277,TEATRO PAIOL,12:18
140104,PARQUE JARDIM BOTANICO,12:30
110021,MERC.MUNICIPAL/RODOFERROVIARIA,12:39
110092,TEATRO GUAIRA/UNIV.FEDERAL PR,12:45
110001,PACO DA LIBERDADE,12:51
110002,MEMORIAL ARABE,12:56
120461,CENTRO CIVICO,12:59
120573,BOSQUE DO PAPA,13:03
120542,MUSEU OSCAR NIEMEYER,13:08
190419,BOSQUE ALEMAO,13:18
120543,UNIV.LIVRE DO MEIO AMBIENTE,13:24
120718,PQ.SAO LOURENCO (SENT.BARREIRINHA),13:32
120074,OPERA DE ARAME,13:36
120586,PARQUE TANGUA,13:42
190363,PARQUE TINGUI,13:49
190361,MEMORIAL UCRANIANO,13:53
190550,PORTAL ITALIANO,14:01
190969,SANTA FELICIDADE,14:11
190941,PARQUE BARIGUI,14:23
190211,TORRE PANORAMICA,14:28
110325,SETOR HISTORICO,14:36
101016,PRACA TIRADENTES,14:40
110206,RUA DAS FLORES,14:46
110093,RUA 24 HORAS,15:00
110212,MUSEU FERROVIARIO,15:09
140277,TEATRO PAIOL,15:18
140104,PARQUE JARDIM BOTANICO,15:30
110021,MERC.MUNICIPAL/RODOFERROVIARIA,15:39
110092,TEATRO GUAIRA/UNIV.FEDERAL PR,15:45
110001,PACO DA LIBERDADE,15:51
110002,MEMORIAL ARABE,15:56
120461,CENTRO CIVICO,15:59
120573,BOSQUE DO PAPA,16:03
120542,MUSEU OSCAR NIEMEYER,16:08
190419,BOSQUE ALEMAO,16:18
120543,UNIV.LIVRE DO MEIO AMBIENTE,16:24
120718,PQ.SAO LOURENCO (SENT.BARREIRINHA),16:32
120074,OPERA DE ARAME,16:36
120586,PARQUE TANGUA,16:42
190363,PARQUE TINGUI,16:49
190361,MEMORIAL UCRANIANO,16:53
190550,PORTAL ITALIANO,17:01
190969,SANTA FELICIDADE,17:11
190941,PARQUE BARIGUI,17:23
190211,TORRE PANORAMICA,17:28
110325,SETOR HISTORICO,17:36
101016,PRACA TIRADENTES,17:40
110206,RUA DAS FLORES,17:46
