Linha,772
Tabela,005
num,ponto,horario
631028,RUA LOTUS,05:14
631008,BAIRRO TUPY,05:21
631030,CATRACA (SENTIDO TERMINAL),05:30
105914,TERMINAL PINHEIRINHO,06:13
631033,CATRACA (SENTIDO BAIRRO),06:42
631008,BAIRRO TUPY,07:04
631030,CATRACA (SENTIDO TERMINAL),07:13
105914,TERMINAL PINHEIRINHO,08:09
631033,CATRACA (SENTIDO BAIRRO),08:38
631008,BAIRRO TUPY,08:51
631030,CATRACA (SENTIDO TERMINAL),09:00
105914,TERMINAL PINHEIRINHO,09:42
631033,CATRACA (SENTIDO BAIRRO),10:10
631008,BAIRRO TUPY,10:25
631030,CATRACA (SENTIDO TERMINAL),10:34
105914,TERMINAL PINHEIRINHO,11:15
631033,CATRACA (SENTIDO BAIRRO),11:43
631008,BAIRRO TUPY,11:58
631030,CATRACA (SENTIDO TERMINAL),12:07
105914,TERMINAL PINHEIRINHO,12:48
631033,CATRACA (SENTIDO BAIRRO),13:16
631008,BAIRRO TUPY,13:31
631030,CATRACA (SENTIDO TERMINAL),13:40
105914,TERMINAL PINHEIRINHO,14:21
631033,CATRACA (SENTIDO BAIRRO),14:49
631008,BAIRRO TUPY,15:04
631030,CATRACA (SENTIDO TERMINAL),15:13
105914,TERMINAL PINHEIRINHO,15:54
631033,CATRACA (SENTIDO BAIRRO),16:22
631008,BAIRRO TUPY,16:37
631030,CATRACA (SENTIDO TERMINAL),16:46
105914,TERMINAL PINHEIRINHO,17:33
631033,CATRACA (SENTIDO BAIRRO),18:05
631008,BAIRRO TUPY,18:24
631030,CATRACA (SENTIDO TERMINAL),18:33
105914,TERMINAL PINHEIRINHO,19:23
631033,CATRACA (SENTIDO BAIRRO),19:50
631008,BAIRRO TUPY,20:01
631030,CATRACA (SENTIDO TERMINAL),20:09
105914,TERMINAL PINHEIRINHO,20:49
631033,CATRACA (SENTIDO BAIRRO),21:16
631008,BAIRRO TUPY,21:27
631030,CATRACA (SENTIDO TERMINAL),21:35
105914,TERMINAL PINHEIRINHO,22:13
631033,CATRACA (SENTIDO BAIRRO),22:40
631008,BAIRRO TUPY,22:52
631030,CATRACA (SENTIDO TERMINAL),23:00
105914,TERMINAL PINHEIRINHO,23:35
631033,CATRACA (SENTIDO BAIRRO),23:58
