Linha,714
Tabela,001
num,ponto,horario
180434,BAIRRO VILA MARISA,05:19
105002,TERM.CAIUA SENT.ALTO BELA VIST,05:33
180333,BAIRRO BELA VISTA,05:41
105002,TERMINAL CAIUA,05:50
180434,BAIRRO VILA MARISA,06:00
105002,TERM.CAIUA SENT.ALTO BELA VIST,06:15
180333,BAIRRO BELA VISTA,06:25
105002,TERMINAL CAIUA,06:35
180434,BAIRRO VILA MARISA,06:45
105002,TERM.CAIUA SENT.ALTO BELA VIST,07:02
180333,BAIRRO BELA VISTA,07:12
105002,TERMINAL CAIUA,07:22
180434,BAIRRO VILA MARISA,07:34
105002,TERM.CAIUA SENT.ALTO BELA VIST,07:54
180333,BAIRRO BELA VISTA,08:04
105002,TERMINAL CAIUA,08:14
180434,BAIRRO VILA MARISA,08:26
105002,TERM.CAIUA SENT.ALTO BELA VIST,08:46
180333,BAIRRO BELA VISTA,08:56
105002,TERMINAL CAIUA,09:06
180434,BAIRRO VILA MARISA,09:18
105002,TERM.CAIUA SENT.ALTO BELA VIST,09:38
180333,BAIRRO BELA VISTA,09:48
105002,TERMINAL CAIUA,09:58
180434,BAIRRO VILA MARISA,10:10
105002,TERM.CAIUA SENT.ALTO BELA VIST,10:30
180333,BAIRRO BELA VISTA,10:40
105002,TERMINAL CAIUA,10:50
180434,BAIRRO VILA MARISA,11:02
105002,TERM.CAIUA SENT.ALTO BELA VIST,11:22
180333,BAIRRO BELA VISTA,11:32
105002,TERMINAL CAIUA,11:42
180434,BAIRRO VILA MARISA,11:55
105002,TERM.CAIUA SENT.ALTO BELA VIST,12:15
180333,BAIRRO BELA VISTA,12:25
105002,TERMINAL CAIUA,12:35
180434,BAIRRO VILA MARISA,12:48
105002,TERM.CAIUA SENT.ALTO BELA VIST,13:10
180333,BAIRRO BELA VISTA,13:21
105002,TERMINAL CAIUA,13:32
180434,BAIRRO VILA MARISA,13:44
105002,TERM.CAIUA SENT.ALTO BELA VIST,14:04
180333,BAIRRO BELA VISTA,14:14
105002,TERMINAL CAIUA,14:24
180434,BAIRRO VILA MARISA,14:37
105002,TERM.CAIUA SENT.ALTO BELA VIST,14:57
180333,BAIRRO BELA VISTA,15:07
105002,TERMINAL CAIUA,15:17
180434,BAIRRO VILA MARISA,15:31
105002,TERM.CAIUA SENT.ALTO BELA VIST,15:52
180333,BAIRRO BELA VISTA,16:03
105002,TERMINAL CAIUA,16:14
180434,BAIRRO VILA MARISA,16:28
105002,TERM.CAIUA SENT.ALTO BELA VIST,16:49
180333,BAIRRO BELA VISTA,17:00
105002,TERMINAL CAIUA,17:10
180434,BAIRRO VILA MARISA,17:25
105002,TERM.CAIUA SENT.ALTO BELA VIST,17:45
180333,BAIRRO BELA VISTA,17:55
105002,TERMINAL CAIUA,18:05
180434,BAIRRO VILA MARISA,18:20
105002,TERM.CAIUA SENT.ALTO BELA VIST,18:40
180333,BAIRRO BELA VISTA,18:50
105002,TERMINAL CAIUA,19:00
180434,BAIRRO VILA MARISA,19:14
105002,TERM.CAIUA SENT.ALTO BELA VIST,19:34
180333,BAIRRO BELA VISTA,19:44
105002,TERMINAL CAIUA,19:54
180434,BAIRRO VILA MARISA,20:08
105002,TERM.CAIUA SENT.ALTO BELA VIST,20:28
180333,BAIRRO BELA VISTA,20:38
105002,TERMINAL CAIUA,20:48
180434,BAIRRO VILA MARISA,21:02
105002,TERM.CAIUA SENT.ALTO BELA VIST,21:22
180333,BAIRRO BELA VISTA,21:32
105002,TERMINAL CAIUA,21:42
180434,BAIRRO VILA MARISA,21:56
105002,TERM.CAIUA SENT.ALTO BELA VIST,22:16
180333,BAIRRO BELA VISTA,22:26
105002,TERMINAL CAIUA,22:36
180434,BAIRRO VILA MARISA,22:50
105002,TERM.CAIUA SENT.ALTO BELA VIST,23:12
180333,BAIRRO BELA VISTA,23:23
105002,TERMINAL CAIUA,23:34
180434,BAIRRO VILA MARISA,23:48
105002,TERM.CAIUA SENT.ALTO BELA VIST,00:10
180333,BAIRRO BELA VISTA,00:21
105002,TERMINAL CAIUA,00:32
