Linha,205
Tabela,002
num,ponto,horario
104103,TERMINAL BARREIRINHA,05:43
101161,TRAVESSA MOREIRA GARCEZ,06:07
104103,TERMINAL BARREIRINHA,06:32
101161,TRAVESSA MOREIRA GARCEZ,06:56
104103,TERMINAL BARREIRINHA,07:20
101161,TRAVESSA MOREIRA GARCEZ,07:50
104103,TERMINAL BARREIRINHA,08:14
101161,TRAVESSA MOREIRA GARCEZ,08:41
104103,TERMINAL BARREIRINHA,09:04
101161,TRAVESSA MOREIRA GARCEZ,09:31
104103,TERMINAL BARREIRINHA,09:54
101161,TRAVESSA MOREIRA GARCEZ,10:21
104103,TERMINAL BARREIRINHA,10:44
101161,TRAVESSA MOREIRA GARCEZ,11:10
104103,TERMINAL BARREIRINHA,11:36
101161,TRAVESSA MOREIRA GARCEZ,12:03
104103,TERMINAL BARREIRINHA,12:30
101161,TRAVESSA MOREIRA GARCEZ,12:58
104103,TERMINAL BARREIRINHA,13:26
101161,TRAVESSA MOREIRA GARCEZ,13:55
104103,TERMINAL BARREIRINHA,14:21
101161,TRAVESSA MOREIRA GARCEZ,14:49
104103,TERMINAL BARREIRINHA,15:17
101161,TRAVESSA MOREIRA GARCEZ,15:43
104103,TERMINAL BARREIRINHA,16:11
101161,TRAVESSA MOREIRA GARCEZ,16:36
104103,TERMINAL BARREIRINHA,17:09
101161,TRAVESSA MOREIRA GARCEZ,17:37
104103,TERMINAL BARREIRINHA,18:14
101161,TRAVESSA MOREIRA GARCEZ,18:44
104103,TERMINAL BARREIRINHA,19:23
101161,TRAVESSA MOREIRA GARCEZ,19:47
104103,TERMINAL BARREIRINHA,20:10
101161,TRAVESSA MOREIRA GARCEZ,20:32
104103,TERMINAL BARREIRINHA,20:55
101161,TRAVESSA MOREIRA GARCEZ,21:17
104103,TERMINAL BARREIRINHA,21:40
101161,TRAVESSA MOREIRA GARCEZ,22:02
104103,TERMINAL BARREIRINHA,22:25
101161,TRAVESSA MOREIRA GARCEZ,22:47
104103,TERMINAL BARREIRINHA,23:10
101161,TRAVESSA MOREIRA GARCEZ,23:32
104103,TERMINAL BARREIRINHA,23:55
101161,TRAVESSA MOREIRA GARCEZ,00:17
