Linha,205
Tabela,005
num,ponto,horario
104103,TERMINAL BARREIRINHA,06:25
101161,TRAVESSA MOREIRA GARCEZ,06:49
104103,TERMINAL BARREIRINHA,07:15
101161,TRAVESSA MOREIRA GARCEZ,07:48
104103,TERMINAL BARREIRINHA,08:14
101161,TRAVESSA MOREIRA GARCEZ,08:51
104103,TERMINAL BARREIRINHA,09:18
101161,TRAVESSA MOREIRA GARCEZ,09:45
104103,TERMINAL BARREIRINHA,10:13
101161,TRAVESSA MOREIRA GARCEZ,10:40
104103,TERMINAL BARREIRINHA,11:08
101161,TRAVESSA MOREIRA GARCEZ,11:35
104103,TERMINAL BARREIRINHA,12:03
101161,TRAVESSA MOREIRA GARCEZ,12:30
104103,TERMINAL BARREIRINHA,13:00
101161,TRAVESSA MOREIRA GARCEZ,13:27
104103,TERMINAL BARREIRINHA,13:56
101161,TRAVESSA MOREIRA GARCEZ,14:23
104103,TERMINAL BARREIRINHA,14:51
101161,TRAVESSA MOREIRA GARCEZ,15:18
104103,TERMINAL BARREIRINHA,15:46
101161,TRAVESSA MOREIRA GARCEZ,16:12
104103,TERMINAL BARREIRINHA,16:46
101161,TRAVESSA MOREIRA GARCEZ,17:15
104103,TERMINAL BARREIRINHA,17:55
101161,TRAVESSA MOREIRA GARCEZ,18:24
